I_1e14G,time,I_5e13G,II_1e14G,II_5e13G,III_1e14G,III_5e13G
44.61578601794931,8.828828840159604,44.44886951270477,43.593882432012364,42.9818329539406,43.852400569612165,43.280409778831235
44.63446676112729,9.249249260568439,44.479456874052374,43.61294909305137,43.00250298808895,43.875149172029424,43.30678512763644
44.65183730934872,9.669669680977274,44.50824733524767,43.63098825847729,43.02215415897688,43.89663992243272,43.33188881665142
44.66801818905248,10.090090101386108,44.535398147918066,43.64808733124168,43.04087286805953,43.91698005273117,43.35582737850453
44.68311366442212,10.510510521794943,44.561046836474674,43.66432268769027,43.05873472061847,43.93626339774626,43.37869422737628
44.6972144578976,10.930930942203778,44.585314308478665,43.679761445880565,43.075806249065145,43.954572520189494,43.4005717255628
44.710399935962826,11.351351362612613,44.608307378862165,43.694462895219196,43.092146305032685,43.97198043219716,43.42153285957357
44.722739877080556,11.771771783021448,44.63012083670455,43.70847966088909,43.107807196406405,43.988552001450536,43.44164260950795
44.73429591586096,12.192192203430281,44.65083914965505,43.72185866125022,43.122835620091905,44.00434510901464,43.460959078493225
44.745122728961086,12.612612623839116,44.67053787912666,43.7346418988555,43.13727343585106,44.01941160868102,43.47953442841723
44.75526901833293,13.03303304424795,44.68928486397689,43.746867120482825,43.1511583102906,44.03379812847286,43.49741566303033
44.764778328458114,13.453453464656786,44.70714121537837,43.75856836944649,43.16452425848357,44.04754674294345,43.51464528513644
44.773689732338255,13.87387388506562,44.72416215852634,43.76977645303177,43.17740210017765,44.06069554273093,43.531261853548656
44.78203840875511,14.294294305474455,44.740397748852786,43.78051933718666,43.18981984731096,44.07327911662586,43.54730045581477
44.78985613124629,14.71471472588329,44.75589348282794,43.790822484171514,43.201803034832686,44.08532896434857,43.562793112291835
44.79717168514353,15.135135146292125,44.770690823242205,43.80070914140758,43.213375003644835,44.096873850283934,43.57776912356801
44.804011222704354,15.555555566700958,44.784827651784056,43.81020058963385,43.22455714524358,44.10794010788516,43.59225536949493
44.81039856933335,15.975975987109793,44.798338660555316,43.81931635846869,43.23536911274266,44.118551904075545,43.6062765686104
44.8163554870178,16.39639640751863,44.81125569253917,43.8280744124951,43.2458290039807,44.12873146826168,43.619855504249635
44.82190190220441,16.816816827927465,44.823608039142854,43.83649131363088,43.25595352173804,44.13849929202398,43.63301322076024
44.82705610483602,17.2372372483363,44.83542269945236,43.84458236344104,43.265758113462,44.14787430442399,43.64576919644478
44.83183492066902,17.657657668745134,44.84672460878306,43.85236172758145,43.27525709388139,44.15687402556877,43.658141495293656
44.83625386268463,18.07807808915397,44.85753683984868,43.859842545279655,43.284463753704365,44.16551470178443,43.67014690058115
44.8403272640573,18.498498509562804,44.867880780369475,43.86703702667572,43.29339045502598,44.173811425635805,43.68180103318678
44.844068394894016,18.918918929971635,44.87777629031939,43.873956538452155,43.302048715902316,44.18177824211974,43.693118457131064
44.84748956525529,19.33933935038047,44.88724184184722,43.880611679776784,43.31044928592006,44.18942824251019,43.70411277260348
44.85060221702676,19.759759770789305,44.89629464432106,43.8870123504211,43.318602213316936,44.19677364870869,43.71479669939814
44.85341700489962,20.18018019119814,44.904950755013026,43.89316781135226,43.326516904812586,44.20382588836316,43.72518215164065
44.85594386834651,20.600600611606975,44.91322517884355,43.89908673881549,43.33420217931142,44.21059566201402,43.73528030466176
44.858192096333724,21.02102103201581,44.921131957801784,43.90477727290764,43.341666316514946,44.2170930033599,43.745101654984246
44.86017038497231,21.441441452424645,44.92868425128,43.91024706162598,43.348917100080385,44.22332733376518,43.75465607440235
44.86188688904734,21.86186187283348,44.93589440833469,43.91550330030867,43.355961856685454,44.22930751150898,43.7639528590695
44.86334926833906,22.282282293242314,44.94277403290547,43.92055276688491,43.36280749156666,44.23504187550469,43.7730007737757
44.86456472971129,22.70270271365115,44.94933404296939,43.925401854344564,43.369460520581285,44.24053828567739,43.78180809162858
44.86554006489232,23.123123134059984,44.95558472443913,43.93005659997315,43.37592709921882,44.245804159314666,43.79038263067451
44.866281684109,23.54354355446882,44.96153577932861,43.93452271186275,43.38221304894412,44.25084650410294,43.79873178698889
44.86679564724154,23.963963974877654,44.96719636999189,43.938805592972415,43.38832388127803,44.255671948119755,43.80686256482985
44.86708769183335,24.384384395286492,44.97257515949238,43.942910363098484,43.3942648199754,44.26028676718901,43.814781604102144
44.867163258507134,24.804804815695324,44.977680348359776,43.94684187909778,43.40004082092956,44.26469690999204,43.82249520547711
44.86702751400643,25.225225236104162,44.98251970812635,43.95060475348097,43.405656590380694,44.268908021233585,43.83000935348475
44.866685372209176,25.645645656512997,44.9871006119617,43.95420337079362,43.41111660188008,44.27292546229141,43.83732973785042
44.86614151346184,26.06606607692183,44.9914300627622,43.95764190328492,43.41642511173244,44.27675433052401,43.84446177271282
44.865400402369914,26.486486497330663,44.995514719036734,43.96092432508909,43.421586173183606,44.28039947704048,43.851410614418754
44.86446630322127,26.9069069177395,44.99936091891116,43.96405442530452,43.426603649439826,44.283865522999925,43.85818117808359
44.86334329476329,27.327327338148336,45.00297470179715,43.96703581999389,43.43148122566646,44.28715687460251,43.86477815276206
44.862035283424184,27.74774775855717,45.00636182827534,43.96987196322634,43.436222420106866,44.29027773688482,43.87120601546268
44.860546015327486,28.168168178966003,45.00952779891639,43.972566157286,43.44083059445267,44.29323212646196,43.877469044073365
44.85887908711466,28.588588599374837,45.01247787140753,43.97512156216789,43.44530896343234,44.296023883357826,43.88357132931948
44.85703795566274,29.009009019783676,45.01521707644113,43.97754120447783,43.44966060328859,44.298656682061306,43.88951678586817
44.855025946809846,29.429429440192507,45.017750232368996,43.97982798558965,43.45388846014636,44.30113404178904,43.895309162684256
44.85284626321127,29.849849860601342,45.02008195875547,43.98198468886338,43.45799535755669,44.30345933552642,43.900952052734276
44.85050199146201,30.270270281010177,45.02221668895785,43.984013986898795,43.461984003560254,44.305635799007376,43.90644890176439
44.84799610829028,30.690690701419015,45.024158681861685,43.98591844800015,43.46585699723518,44.30766653881833,43.91180301650661
44.845331485596745,31.111111121827847,45.02591203289848,43.98770054226869,43.46961683477803,44.30955453999711,43.91701757252736
44.84251089554721,31.531531542236678,45.02748068435583,43.98936264725099,43.47326591516892,44.31130267309065,43.92209562141148
44.839537014712,31.951951962645516,45.02886843425422,43.990907053191926,43.476806545473416,44.31291370072045,43.927040097507906
44.836412427803026,32.372372383054355,45.030078945348954,43.99233596793242,43.4802409458256,44.314390283700966,43.931853824210016
44.833139630992,32.792792803463186,45.0311157532663,43.99365152150076,43.483571254142426,44.31573498677185,43.93653951982187
44.82972103490886,33.21321322387202,45.031982274060105,43.99485577043509,43.48679953048344,44.316950283987794,43.94109980304543
44.826158967412574,33.633633644280856,45.0326818112287,43.99595070188221,43.48992776087629,44.318038563823045,43.94553719813299
44.82245567623341,34.054054064689694,45.033217562180795,43.99693823746597,43.49295786131726,44.31900213399515,43.9498541397411
44.818613331584224,34.474474485098526,45.033592624190554,43.99782023655117,43.49589168129806,44.31984322559003,43.95405297752225
44.814634028836366,34.89489490550736,45.033809999883715,43.99859849971218,43.49873100717732,44.32056399735096,43.95813598046041
44.81051979123956,35.315315325916195,45.03387260229833,43.99927477186272,43.50147756533715,44.32116653959371,43.96210534066245
44.80627257254498,35.735735746325034,45.03378325956615,43.999850745192504,43.504133025140575,44.32165287787063,43.96596317723487
44.80189426019949,36.156156166733865,45.03354471926446,44.0003280619413,43.50669900170897,44.32202497643226,43.96971153984505
44.79738667856286,36.576576587142696,45.03315965243803,44.000708316998576,43.50917705853798,44.322284741471385,43.97335241206153
44.79275159238767,36.996997007551535,45.0326306565799,44.0009930603445,43.51156870996971,44.32243402416895,43.9768877145166
44.78799071056862,37.41741742796037,45.03196025898553,44.00118379934948,43.513875423539346,44.322474623562556,43.98031930788023
44.78310569016227,37.837837848369205,45.03115091965137,44.00128200094696,43.51609862221295,44.32240828925653,43.98364899566068
44.7780981406752,38.258258268778036,45.03020503376715,44.00128909369332,43.51823968652926,44.32223672399066,43.98687852684397
44.77296962857803,38.678678689186874,45.02912493400376,44.00120646973521,43.520299956452845,44.32196158609468,43.9900095983951
44.76772168204662,39.09909910959571,45.02791289254307,44.00103548669246,43.522280733200425,44.321584491839324,43.99304385762358
44.7623557958529,39.519519530004544,45.02657112290092,44.00077746946254,43.524183281096875,44.32110701768072,43.99598290444051
44.75687343639456,39.939939950413375,45.0251017815681,44.000433711663824,43.52600882920586,44.32053070203381,43.998828293507415
44.751276046850116,40.360360370822214,45.02350696952057,44.00000547728719,43.52775857292054,44.31985704737283,44.001581536301586
44.74556505254007,40.78078079123105,45.02178873363615,43.999494002209644,43.52943367546295,44.319087522086726,44.00424410298657
44.73974186605205,41.201201211639884,45.019949068063205,43.998900495579235,43.53103526929946,44.31822356220875,44.006817424072075
44.73380789249433,41.621621632048715,45.01798991558823,43.99822614115582,43.53256445748123,44.31726657308201,44.00930289230628
44.727764534602414,42.04204205245755,45.015913169047806,43.997472098577795,43.53402231491534,44.316217930930634,44.01170186424742
44.721613197745725,42.46246247286639,45.01372067270074,43.9966395045604,43.53540988957347,44.31507898434317,44.014015661826335
44.71535529479053,42.88288289327522,45.011414223155455,43.995729474031144,43.53672820364472,44.313851055674824,44.016245573826616
44.708992250769484,43.303303313684054,45.00899557119477,43.994743101207895,43.53797825463929,44.312535442375214,44.01839285728674
44.702525507309936,43.72372373409289,45.00646642326308,43.993681460624906,43.53916101644949,44.311133418248374,44.02045873882976
44.695956526774225,44.144144154501724,45.00382844307542,43.99254560811213,43.540277440374496,44.309646234651694,44.02244441592633
44.68928679606563,44.56456457491056,45.00108325335397,43.99133658173322,43.541328456084116,44.30807512164109,44.024351058096734
44.68251783005342,44.984984995319394,44.99823243768011,43.990055402687766,43.54231497235497,44.30642128906973,44.02617980805738
44.6756511747999,45.40540541572823,44.99527754246404,43.98870307618305,43.54323787806348,44.30468592764824,44.02793178281701
44.668688410618486,45.825825836137064,44.992220079030915,43.9872805922729,43.544098042982824,44.302870209956325,44.02960807472802
44.661631154327246,46.2462462565459,44.9890615258185,43.98578892648322,43.54489631855995,44.30097529112596,44.0312097524979
44.654481061400105,46.66666667695473,44.98580333067769,43.98422904059729,43.54563353866761,44.29900230981206,44.03273786216707
44.647239827633676,47.087087097363565,44.98244691326301,43.98260188339304,43.546310520319686,44.296952389051555,44.03419342805951
44.63990919051538,47.5075075177724,44.978993667506295,43.980908391281176,43.54692806434955,44.29482663699318,44.03557745356816
44.632490930251564,47.927927938181234,44.975444964151485,43.97914948893566,43.54748695605694,44.29262614761418,44.036890921893175
44.62498687041831,48.34834835859007,44.971802153328646,43.977326089891655,43.547987965826756,44.29035200139034,44.038134797003536
44.61739887828087,48.768768778998904,44.96806656718123,43.975439097113934,43.54843184971655,44.28800526592538,44.03931002431956
44.60972886464992,49.18918919940774,44.96423952244298,43.97348940353472,43.548819350023905,44.285586996535415,44.04041753145291
44.60197878335208,49.609609619816574,44.960322323090615,43.971477892564955,43.549151195827385,44.28309823679726,44.04145822890355
44.59415063045177,50.030030040225405,44.95631626292935,43.96940543857719,43.54942810351141,44.280540019055664,44.04243301072985
44.58624644383524,50.450450460634244,44.952222628112686,43.967272907364794,43.54965077727043,44.27791336489947,44.04334275518047
44.57826830145908,50.87087088104308,44.94804269959705,43.965081156573866,43.54981990960265,44.275219285599185,44.044188325304546
44.57021831995691,51.29129130145192,44.943777755546066,43.96283103611556,43.54993618178709,44.27245878252162,44.04497056952571
44.562098652841975,51.711711721860745,44.939429073625206,43.960523388552076,43.55000026431285,44.26963284750897,44.04569032219951
44.55391148857339,52.13213214226958,44.93499793320031,43.95815904946442,43.550012817166014,44.266742463238735,44.046348404142115
44.545659048426735,52.55255256267842,44.93048561740669,43.95573884780028,43.54997449037698,44.26378860356192,44.04694562313848
44.53734358411314,52.972972983087246,44.9258934150619,43.953263606200935,43.54988592436477,44.26077223380993,44.04748277443501
44.52896737519268,53.393393403496084,44.92122262242093,43.95073414129051,43.549747750305244,44.25769431100867,44.047960641212505
44.52053272649813,53.81381382390492,44.91647454474993,43.948151263915584,43.549560590489655,44.25455578417967,44.04837999504436
44.51204196544003,54.23423424431376,44.911650497697416,43.945515779454176,43.549325058667506,44.251357594611875,44.048741596343724
44.503497439071836,54.6546546647226,44.90675180872994,43.942828488056925,43.54904176037404,44.24810067607299,44.04904619480048
44.494901511134074,55.075075085131424,44.901779818285775,43.940090184860416,43.54871129324318,44.24478595501414,44.04929452981046
44.48625655905703,55.49549550554026,44.89673588058698,43.93730166018782,43.548334247306755,44.24141435076919,44.04948733080776
44.47756497093717,55.9159159259491,44.89162136444877,43.934463699735666,43.547911205281345,44.2379867757476,44.04962531744695
44.46882914246597,56.336336346357925,44.88643765381772,43.931577084747516,43.54744274284348,44.23450413562227,44.049709200210856
44.46005147377379,56.75675676676676,44.881186148178344,43.928642592174505,43.54692942889402,44.23096732951283,44.04973968066152
44.45123436620367,57.1771771871756,44.875868262818216,43.92566099482279,43.54637182581271,44.22737725016445,44.04971745176205
44.44238021940948,57.59759760758444,44.87048542894143,43.9226330614878,43.545770489703905,44.22373478412183,44.049643198191774
44.433491428188226,58.01801802799328,44.86503909361875,43.91955955707499,43.54512597063423,44.22004081189792,44.04951759664714
44.42457037941612,58.4384384484021,44.859530719561334,43.91644124270687,43.544438812863476,44.216296208136285,44.04934131612898
44.415619449032796,58.85885886881094,44.853961784703074,43.91327887581575,43.543709555069356,44.21250184176579,44.049115018217
44.40664099911717,59.27927928921978,44.848333781574404,43.91007321022179,43.54293873056751,44.208658576145886,44.04883935733178
44.39763737503647,59.699699709628604,44.84264821647872,43.90682499619545,43.54212686752781,44.204767269200076,44.04851498098523
44.3886109026267,60.12012013003744,44.83690660919892,43.90353498050358,43.541274489138765,44.20082877359537,44.04814253001985
44.37956388535912,60.54054055044628,44.831110491958654,43.90020390643807,43.54038211369458,44.196843937112426,44.04772263883767
44.37049860176745,60.96096097085512,44.82526140832536,43.89683251390747,43.53945025490663,44.19281360259632,44.04725593561938
44.36141730294442,61.38138139126396,44.819360912143985,43.89342153962171,43.53847942203559,44.188738608207395,44.04674304253456
44.35232221007575,61.80180181167278,44.81341056633395,43.88997171691872,43.537470120051715,44.1846197875932,44.046184575942846
44.34321551205061,62.22222223208162,44.80741194165779,43.88648377588638,43.53642284979189,44.18045797005602,44.04558114658756
44.33409936322549,62.64264265249046,44.80136661545102,43.88295844337821,43.53533810811011,44.176253980730834,44.044933359782206
44.324975881348145,63.06306307289928,44.795276170282335,43.87939644302189,43.534216388021555,44.17200864076567,44.0442418155911
44.31584714562113,63.48348349330812,44.78914219254039,43.87579849523136,43.53305817884023,44.16772276750844,44.043507109004
44.30671519486191,63.90390391371696,44.78296627094169,43.872165317227505,43.531863966311036,44.16339717470544,44.0427298301052
44.29758202562516,64.32432433412579,44.77674999488925,43.86849762305543,43.53063423273612,44.15903267269122,44.041910564239416
44.288449590301326,64.74474475453464,44.770494952767166,43.86479612359119,43.52936945709487,44.154630068557765,44.041049892175025
44.27931979615364,65.16516517494345,44.76420273108206,43.86106152656518,43.52807011515955,44.15019016633823,44.04014839021117
44.270194503732434,65.5855855953523,44.75787491250641,43.857294536577385,43.52673667960577,44.145713767166846,44.03920663013551
44.261075525595196,66.00600601576113,44.75151307430902,43.853495855088184,43.5253696201163,44.14120166938989,44.03822517956651
44.251964625146286,66.42642643616996,44.74511878689596,43.84966618043457,43.5239694034827,44.136654668692465,44.03720460202418
44.242863515605784,66.8468468565788,44.73869361227179,43.845806207810504,43.52253649370044,44.13207355832368,44.03614545702669
44.233773859211674,67.26726727698764,44.73223910254271,43.8419166292367,43.52107135205935,44.12745912941922,44.03504830019006
44.22469726661368,67.68768769739647,44.725756798512826,43.83799813353728,43.51957443723269,44.12281217090584,44.033913683323235
44.21563529623918,68.10810811780532,44.71924822811309,43.83405140630613,43.51804620535687,44.118133469678966,44.03274215451616
44.20658945373554,68.52852853821413,44.71271490502389,43.83007713021741,43.516487110114326,44.11342381075114,44.03153425822457
44.197561191151955,68.94894895862298,44.70615832733355,43.826075984721165,43.51489760280454,44.10868397730917,44.0302905353462
44.18855190685311,69.36936937903181,44.69957997627222,43.82204864612308,43.51327813242042,44.10391475085463,44.02901152329523
44.17956294598748,69.78978979944064,44.69298131481157,43.81799578755601,43.511629145703104,44.09911691124404,44.02769775606656
44.170595599908374,70.21021021984947,44.68636378654077,43.81391807900325,43.509951087184724,44.094291236807585,44.02634976430006
44.16165110630965,70.63063064025832,44.67972881438949,43.809816187253446,43.50824439926704,44.08943850435279,44.02496807533254
44.15273064922833,71.05105106066715,44.67307779965493,43.80569077592929,43.50650952228554,44.08455948923881,44.02355321325155
44.14383535929864,71.471471481076,44.666412120864514,43.80154250544994,43.504746894548916,44.079654965332296,44.02210569893587
44.13496631422717,71.89189190148481,44.65973313280649,43.797372033040084,43.502956952385055,44.074725704992346,44.020626050096325
44.12612453938083,72.31231232189366,44.653042165504566,43.79318001271197,43.501140130181014,44.06977247912314,44.01911478130825
44.11731100840026,72.73273274230249,44.646340523461824,43.788967095224486,43.499296860417466,44.06479605714841,44.01757240403528
44.10852664367962,73.15315316271132,44.63962948488391,43.78473392807368,43.49742757370973,44.05979720692833,44.01599942665468
44.099772316628425,73.57357358312015,44.63291030085471,43.78048115541487,43.495532698835284,44.05477669467866,44.014396354467536
44.0910488477043,73.993994003529,44.626184194681294,43.77620941803914,43.493612662765024,44.04973528488648,44.01276368970795
44.082357009005534,74.41441442393783,44.619452361341985,43.77191935345809,43.491667890693556,44.044673740227196,44.01110193159975
44.07369752437076,74.83483484434667,44.61271596691726,43.767611595742366,43.48969880605838,44.039592821424144,44.009411576372855
44.06507107035131,75.25525526475549,44.60597614813324,43.76328677550927,43.48770583056174,44.0344932871256,44.007693117202614
44.05647827700889,75.67567568516434,44.59923401192143,43.758945519879745,43.48568938419066,44.02937589376577,44.005947044253034
44.04791972872649,76.09609610557317,44.59249063506959,43.75458845241285,43.48364988522802,44.02424139537022,44.00417384466625
44.03939596532083,76.516516525982,44.58574706397674,43.75021619304134,43.481587750259706,44.0190905433275,44.00237400255039
44.030907483316895,76.93693694639083,44.57900431444814,43.74582935802401,43.47950339418302,44.013924086213486,44.00054799897197
44.02245473734191,77.35735736679968,44.572263371496184,43.741428559879516,43.4773972302072,44.00874276964272,43.99869631194389
44.01403814150402,77.7777777872085,44.56552518920575,43.737014407305836,43.4752696698475,44.00354733596368,43.99681941641073
44.00565807059913,78.19819820761734,44.55879069071238,43.732587505086904,43.47312112291369,43.99833852402112,43.9949177842321
43.997314860940335,78.61861862802617,44.55206076827592,43.7281484539944,43.47095199749666,43.993117068906514,43.992991884167985
43.9890088106733,79.03903904843501,44.545336283366666,43.723697850679784,43.468762699948385,43.987883701693086,43.99104218185989
43.980740179917476,79.45945946884385,44.53861806672633,43.71923628765127,43.466553634991655,43.982639149159766,43.98906913980911
43.97250919632311,79.87987988925268,44.531906918350494,43.714764353112756,43.46432520564574,43.977384133500045,43.987073217351806
43.96431605356053,80.30030030966151,44.52520360780558,43.71028263085679,43.462077813150735,43.97211937200838,43.98505487063019
43.956160913301844,80.72072073007035,44.51850887468639,43.70579170015162,43.459811857002634,43.96684557676484,43.983014552561784
43.94804390625208,81.14114115047919,44.511823428733244,43.701292135621905,43.45752773492724,43.96156345435911,43.9809527128037
43.9399651328625,81.56156157088802,44.5051479501687,43.69678450712535,43.455225842853736,43.95627370555019,43.97886979771142
43.93192466443721,81.98198199129685,44.498483090007234,43.69226937962398,43.45290657488835,43.95097702494247,43.976766250291966
43.92392254453898,82.4024024117057,44.49182947048578,43.68774731304673,43.45057032328778,43.94567410065644,43.97464251018437
43.915958790584156,82.82282283211453,44.48518768556972,43.683218862139825,43.448217478432134,43.94036561400305,43.972499013740084
43.90803339549667,83.24324325252336,44.47855830148272,43.678684576318545,43.44584842879723,43.935052239157734,43.97033619383864
43.90014632926987,83.66366367293219,44.47194185720174,43.674144999544616,43.443463560925665,43.92973464282796,43.96815447991722
43.89229754026288,84.08408409334102,44.46533886485089,43.66960067015645,43.44106325939652,43.92441348390744,43.965954297933834
43.884486956033435,84.50450451374986,44.458749809928015,43.66505212071732,43.43864790679325,43.91908941315644,43.96373607032402
43.87671448348756,84.9249249341587,44.45217515223634,43.66049987785688,43.43621788366928,43.913763072880435,43.961500215961415
43.868980008103726,85.34534535456753,44.44561532667638,43.65594446211443,43.43377356851063,43.9084350966189,43.95924715012154
43.861283392809504,85.76576577497636,44.43907074354573,43.65138638778139,43.43131533769532,43.903106108813816,43.95697728444839
43.85362449022104,86.1861861953852,44.4325417891844,43.64682616273957,43.42884356544871,43.89777672448659,43.954691026923186
43.84600313509902,86.60660661579404,44.42602882649586,43.64226428829127,43.4263586237943,43.89244754894132,43.95238878183447
43.83841914769091,87.02702703620287,44.419532195596744,43.637701258989246,43.423860882499135,43.88711917748595,43.95007094974896
43.83087233562405,87.4474474566117,44.413052214544386,43.63313756248923,43.42135070901326,43.88179219516102,43.94773792748199
43.82336249331228,87.86786787702054,44.40658918008463,43.628573679381915,43.418828468402886,43.876467176464246,43.94539010806678
43.8158894019781,88.28828829742938,44.400143368354854,43.624010083037554,43.416294523438715,43.87114468505742,43.94302788072138
43.80845283022177,88.7087087178382,44.39371503546932,43.619447239430244,43.41374923452247,43.865825273440166,43.94065163081207
43.80105253504523,89.12912913824704,44.3873044179057,43.61488560697719,43.411192959533096,43.860509482774404,43.93826173981175
43.79368826321576,89.54954955865588,44.38091173268176,43.6103256363904,43.408626053836166,43.85519784272688,43.935858585252454
43.786359752836766,89.9699699790647,44.37453717907976,43.60576777053547,43.406048870230265,43.849890871173855,43.93344254067019
43.779066734970314,90.39039039947355,44.36818093905034,43.60121244429141,43.40346175889534,43.84458907401242,43.931013975553626
43.7718089351333,90.81081081988238,44.36184317762318,43.59666008440467,43.4008650673428,43.839292944940354,43.92857325553312
43.76458607446508,91.23123124029122,44.35552404356788,43.59211110932961,43.398259140366655,43.83400296528331,43.92612074219911
43.757397870339965,91.65165166070005,44.34922366989294,43.58756592904692,43.39564431999558,43.828719603857344,43.923656793050185
43.750244036172276,92.07207208110889,44.342942174483625,43.58302494496029,43.39302094544522,43.82344331685314,43.92118176151012
43.74312428013517,92.49249250151772,44.33667966082311,43.57848854986526,43.39038935307043,43.818174547725924,43.918695996891906
43.736038302500546,92.91291292192656,44.33043621873714,43.573957127738844,43.38774987631603,43.81291372707226,43.916199844368215
43.72898579140848,93.33333334233538,44.324211925095824,43.56943105365653,43.385102845664825,43.80766127247228,43.91369364494575
43.721966420786416,93.75375376274422,44.31800684438485,43.56491069366269,43.382448588586364,43.80241758828327,43.91117773544715
43.714979904952834,94.17417418315306,44.311821029067396,43.560396404668644,43.37978742948216,43.797183065741365,43.9086524484953
43.70802591620851,94.5945946035619,44.30565451964099,43.55588853437317,43.37711968962687,43.79195808304426,43.90611811249942
43.701104124878334,95.01501502397073,44.299507344791216,43.551387421198264,43.37444568710498,43.786743005135556,43.90357505164151
43.694214217525264,95.43543544437956,44.29337952411342,43.54689339422968,43.37176573681743,43.78153818374206,43.90102358586021
43.687355889825234,95.8558558647884,44.28727106710739,43.54240677315187,43.36908015042612,43.776343957320464,43.898464030829025
43.68052884094438,96.27627628519724,44.28118197398726,43.53792786817766,43.3663892362692,43.771160651074666,43.89589669793869
43.6737327692378,96.69669670560606,44.275112236047015,43.53345697994853,43.36369329933656,43.76598857701644,43.89332189427071
43.666967369189024,97.11711712601492,44.26906183599971,43.528994399400766,43.3609926412207,43.76082803405383,43.89073992256174
43.66023232957186,97.53753754642374,44.26303074847608,43.52454040794416,43.358287560065556,43.755679308084694,43.88815108115034
43.65352733271258,97.95795796683257,44.257018940610635,43.52009527740504,43.35557835051952,43.75054267207875,43.88555566401725
43.64685205469735,98.37837838724141,44.25102637262108,43.51565926995229,43.352865303701165,43.74541838612406,43.882953960929946
43.64020616653559,98.79879880765024,44.24505299836282,43.51123263811538,43.35014870716098,43.740306697401,43.88034625722523
43.63358933616437,99.21921922805906,44.23909876579266,43.506815624750544,43.347428844836145,43.73520784012238,43.87773283386338
43.62700123108691,99.63963964846792,44.23316361723219,43.50240846304723,43.34470599700505,43.73012203626517,43.87511396740837
43.62044152130279,100.06006006887674,44.227247489270844,43.49801137657709,43.34198044025881,43.72504949541724,43.87248993002998
43.61390988254616,100.48048048928558,44.221350312276705,43.49362457935288,43.339252447461206,43.719990414917895,43.86986098949991
43.6074059996754,100.90090090969441,44.21547201175131,43.489248275886325,43.33652228769015,43.7149449800225,43.86722740917435
43.60092956964872,101.32132133010325,44.209612510540026,43.484882661252456,43.33379022619315,43.70991336403042,43.86458944799763
43.59448030386215,101.74174175051209,44.20377172667816,43.48052792113547,43.33105652439187,43.70489572847679,43.86194736051525
43.5880579298399,102.16216217092092,44.19794957464545,43.4761842318255,43.32832143986154,43.69989222337206,43.85930139686125
43.581662191702996,102.58258259132977,44.192145965399696,43.47185176016316,43.325585226244385,43.694902987471195,43.85665180274267
43.57529284875057,103.0030030117386,44.18636080647348,43.46753066371494,43.32284813325628,43.689928148530164,43.85399881945151
43.568949672317025,103.42342343214742,44.180594002312255,43.46322109122875,43.32011040664846,43.684967823537534,43.85134268383863
43.56263244020717,103.84384385255626,44.17484545474017,43.45892318233463,43.31737228816318,43.68002211889466,43.84868362829922
