I_1ms,time,I_10ms,II_1ms,II_10ms,III_1ms,III_10ms,Ni decay,eta_I_1ms,eta_I_10ms,eta_II_1ms,eta_II_10ms,eta_III_1ms,eta_III_10ms,R_ej_I_1ms,R_ej_I_10ms,R_ej_II_1ms,R_ej_II_10ms,R_ej_III_1ms,R_ej_III_10ms
44.524761321964576,7.147147158524265,40.9982012512646,43.50506517160026,40.99631197407078,43.74604467767202,40.998173641178234,40.75271587277608,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,14.900372634167594,14.44274192344284,14.677077718516054,14.442741456850626,14.693090061730476,14.44274191658766
44.55035479673318,7.5675675789331,41.04657459476246,43.52942736094298,41.04457865349662,43.77527371911127,41.04654544019267,40.79235704648824,1.0,1.0,1.0,1.0,1.0,1.0,14.93076846934391,14.467583927416692,14.704387035013442,14.467583405698411,14.721273775478377,14.467583919752997
44.573909077988496,7.987987999341935,41.09224795251264,43.55224803025097,41.09014580878779,43.80261731406368,41.092217261704064,40.82939942003727,1.0,1.0,1.0,1.0,1.0,1.0,14.959420359621728,14.49108340755715,14.730192433161394,14.491082827798031,14.74791497556983,14.491083399042417
44.59565486975615,8.408408419750769,41.13549688117414,43.57368763414842,41.133288991435805,43.82827083658824,41.135464662281144,40.8641184018671,1.0,1.0,1.0,1.0,1.0,1.0,14.986511347619668,14.513378150370697,14.754649381760167,14.513377509681236,14.7731719554311,14.513378140962802
44.61578601794931,8.828828840159604,41.17655657572093,43.59388243201237,41.17424339118646,43.852400569612165,41.17652283681145,40.89674900852327,1.0,1.0,1.0,1.0,1.0,1.0,15.012197435880465,14.5345857611258,14.7778904912566,14.534585056641555,14.79717986665068,14.53458575078302
44.63446676112729,9.24924926056844,41.215629386152,43.61294909305137,41.21321135290579,43.875149172029424,41.21559413520404,40.92749338159305,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.036612630327935,14.554807422255186,14.800029779513332,14.55480665113678,14.820055018651017,14.554807410936172
44.65183730934872,9.669669680977274,41.252890662034865,43.63098825847729,41.25036822111612,43.89663992243272,41.25285390694014,40.95652663243447,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.059872864303788,14.574130815622585,14.821165987591176,14.574129975055724,14.84189822414011,14.574130803286389
44.66801818905248,10.090090101386108,41.288493352289905,43.64808733124168,41.28586693969053,43.91698005273117,41.28845510085531,40.98400144214556,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.082079088075016,14.592632422396438,14.841385188486322,14.592631509591758,14.862797433713036,14.592632409002494
44.68311366442212,10.510510521794943,41.32257166532506,43.66432268769027,41.31984171200529,43.93626339774626,41.32253192527223,41.01005172198214,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.103319727629614,14.610379353123362,14.8607628622092,14.6103783653163,14.88282983342103,14.610379338631493
44.6972144578976,10.930930942203778,41.35524401084872,43.679761445880565,41.35241094290111,43.954572520189494,41.35520278981381,41.0347955555212,1.0,1.0,1.0,1.0,1.0,1.0,15.123672660908094,14.627430818655936,14.879365563081551,14.627429753106904,14.90206353160189,14.627430803026344
44.710399935962826,11.351351362612611,41.38661538622639,43.6944628952192,41.383679624913135,43.97198043219716,41.386572691763256,41.05833758535992,1.0,1.0,1.0,1.0,1.0,1.0,15.143206820450557,14.643839323327718,14.897252271661358,14.643838177322028,14.920558927796328,14.643839306521
44.72273987708056,11.771771783021448,41.41677932872903,43.70847966088909,41.4137412904513,43.988552001450536,41.416735168313224,41.080770965644795,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.161983504078025,14.659651641028976,14.914475500272314,14.65965041187662,14.93836983305181,14.659651623006113
44.73429591586096,12.19219220343028,41.44581952488097,43.72185866125022,41.44267962125316,44.00434510901464,41.445773905903735,41.102178971937015,1.0,1.0,1.0,1.0,1.0,1.0,15.180057454889573,14.674909619924662,14.931082204068996,14.6749083049603,14.955544393887598,14.674909600647007
44.745122728961086,12.612612623839116,41.47381114693152,43.7346418988555,41.470569784874435,44.01941160868102,41.4737640767044,41.12263633814533,1.0,1.0,1.0,1.0,1.0,1.0,15.19747775763151,14.689650850693663,14.947114537319043,14.68964944727667,14.972125859839986,14.68965083012296
44.75526901833293,13.03303304424795,41.50082197013411,43.746867120482825,41.497479551923774,44.03379812847286,41.50077345589,41.14221037427213,1.0,1.0,1.0,1.0,1.0,1.0,15.214288587454616,14.703909225156323,14.962610485351036,14.703907730670732,14.988153225279037,14.70390920325469
44.764778328458114,13.453453464656786,41.52691331257786,43.75856836944649,41.52347023585426,44.04754674294345,41.52686336147245,41.16096190675554,1.0,1.0,1.0,1.0,1.0,1.0,15.230529839363625,14.7177154061822,14.977604395952756,14.717713818036556,15.003661769474505,14.71771538291214
44.773689732338255,13.87387388506562,41.552140830337024,43.76977645303177,41.548597488116634,44.06069554273093,41.55208944944891,41.178946074179606,1.0,1.0,1.0,1.0,1.0,1.0,15.246237660286702,14.731097225267126,14.992127428751228,14.73109554089433,15.018683513595818,14.731097200591517
44.78203840875511,14.294294305474455,41.57655519386817,43.78051933718666,41.57291197462027,44.07327911662586,41.57650239019871,41.196213004270405,1.0,1.0,1.0,1.0,1.0,1.0,15.261444901326604,14.744080020741638,15.006207937382085,14.744078237598968,15.033247609618533,14.744079994623736
44.78985613124629,14.71471472588329,41.60020266633591,43.790822484171514,41.5964599541236,44.08532896434857,41.600148446809655,41.212808392861064,1.0,1.0,1.0,1.0,1.0,1.0,15.276181504076233,14.756686926941514,15.019871796084283,14.756685042510789,15.047380672869927,14.756686899344944
44.79717168514353,15.135135146292123,41.62312560046738,43.80070914140758,41.619283774942566,44.096873850283934,41.62306997193406,41.22877400137797,1.0,1.0,1.0,1.0,1.0,1.0,15.290474832148329,14.768939122632611,15.033142680174588,14.76893713442002,15.06110706778314,14.76893909352138
44.804011222704354,15.555555566700958,41.64536286735074,43.81020058963385,41.64142230379203,44.10794010788516,41.64530583658956,41.24414808626882,1.0,1.0,1.0,1.0,1.0,1.0,15.304349957040666,14.780856045391308,15.046042307999723,14.78085395092731,15.074449154545686,14.780856014729787
44.81039856933335,15.975975987109791,41.66695022805878,43.81931635846869,41.66291129733973,44.118551904075545,41.66689180177778,41.258965771264215,1.0,1.0,1.0,1.0,1.0,1.0,15.317829905568102,14.792455577389967,15.058590650506355,14.792453374229044,15.087427502850735,14.792455545142923
44.8163554870178,16.39639640751863,41.68792065680792,43.8280744124951,41.68378372551925,44.12873146826168,41.687860841638944,41.27325937138331,1.0,1.0,1.0,1.0,1.0,1.0,15.330935874944013,14.803754207045264,15.070806113539252,14.80375189276604,15.100061077928316,14.80375417317781
44.82190190220441,16.816816827927465,41.70830462338857,43.83649131363088,41.70407005389072,44.13849929202398,41.70824342589337,41.28705867602257,1.0,1.0,1.0,1.0,1.0,1.0,15.3436874204303,14.814767170198165,15.08270569698628,14.814764742403373,15.11236740303948,14.814767134675789
44.82705610483602,17.2372372483363,41.72813034064464,43.84458236344104,41.72379849112041,44.14787430442399,41.728067767314485,41.3003911971946,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,15.35610261959654,14.825508573858391,15.094305134208511,14.825506030174846,15.12436270190373,14.825508536646954
44.83183492066902,17.657657668745134,41.74742398214489,43.85236172758145,41.74299520663037,44.15687402556877,41.74736003940232,41.31328238795873,1.0,1.0,1.0,1.0,1.0,1.0,15.368198216667798,14.835991505035404,15.10561901462933,14.835988843113892,15.136062023984763,14.83599146610113
44.83625386268463,18.07807808915397,41.76620987423716,43.859842545279655,41.76168452263734,44.16551470178443,41.76614456843683,41.325755835240074,1.0,1.0,1.0,1.0,1.0,1.0,15.379989749717597,14.846228126761938,15.116660891857912,14.846225344277054,15.14747935504577,14.846228086071418
44.8403272640573,18.498498509562804,41.784510666011144,43.86703702667572,41.7798890841209,44.173811425635805,41.784444003440186,41.33783343058669,1.0,1.0,1.0,1.0,1.0,1.0,15.391491663108734,14.85622976307721,15.127443379329836,14.856226857727233,15.158627714984656,14.856229720597412
44.844068394894016,18.918918929971635,41.80234748015359,43.873956538452155,41.79763000970394,44.18177824211974,41.802279467031696,41.34953552184029,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.402717407193258,14.866006974458903,15.137978235182183,14.866003943965731,15.169519244686285,14.866006930157145
44.84748956525529,19.33933935038047,41.81974004722067,43.880611679776784,41.81492702596925,44.18942824251019,41.81967068970034,41.3608810482265,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,15.413679526953803,14.875569624963774,15.14827643777304,14.875566467073016,15.18016528334654,14.875569578807731
44.85060221702676,19.759759770789305,41.836706825471865,43.8870123504211,41.83179858730751,44.19677364870869,41.83663612963904,41.37188766100282,0.9999999999999976,1.0,1.0,1.0,1.0,1.0,15.42438974100023,14.884926942147088,15.158348253044217,14.884923654628174,15.19057643746397,14.884926894104805
44.85341700489962,20.18018019119814,41.8532651080939,43.89316781135226,41.848261983002594,44.20382588836316,41.853193079969294,41.38257183149523,0.9999999999999876,1.0,1.0,1.0,1.0,1.0,15.43485901218769,14.894087570673312,15.168203294774772,14.894084151319202,15.200762642576494,14.894087520713182
44.85594386834651,20.600600611606975,41.869431119379165,43.89908673881549,41.86433343351441,44.21059566201402,41.86935776492059,41.39294894809088,0.9999999999999468,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.44509761088086,14.903059620398704,15.177850578605938,14.9030560670259,15.21073321863739,14.90305956848948
44.85819209633373,21.02102103201581,41.88522010120188,43.90477727290764,41.88002817688954,44.2170930033599,41.88514542630784,41.40303340353355,0.9999999999997884,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,15.455115171748371,14.911850709596084,15.18729857058969,14.91184702004444,15.220496919798132,14.911850655706896
44.86017038497231,21.441441452424645,41.90064639093907,43.91024706162598,41.89536054665885,44.22332733376518,41.90057040144777,41.41283867361963,0.9999999999992328,1.0,1.0,1.0,1.0,1.0,15.464920744880228,14.92046800389908,15.196555230906556,14.920464176031532,15.23006197925455,14.92046794799941
44.86188688904734,21.86186187283348,41.915723491663826,43.91550330030867,41.91034404216886,44.22930751150898,41.91564619334392,41.42237738833606,0.9999999999974362,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,15.474522841893156,14.928918251464085,15.205628053331,14.928914283166854,15.2394361497368,14.92891819352375
44.86334926833906,22.28228229324231,41.93046413584283,43.92055276688491,41.92499139220766,44.23504187550469,41.930385534405765,41.43166139631221,0.999999999992052,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.483929477595456,14.937207814783472,15.214524100932476,14.937203703966,15.248626740162058,14.937207754772656
44.86456472971129,22.70270271365115,41.944880343021175,43.92540185434456,41.93931461267921,44.24053828567739,41.94480044411719,41.44070182332053,0.9999999999770054,1.0,1.0,1.0,1.0,1.0,15.493148207704015,14.945342699524856,15.223250038416904,14.94533844411972,15.257640648840544,14.94534263741408
44.86554006489232,23.123123134059984,41.958983472196394,43.93005659997315,41.953325058983346,44.245804159314666,41.95890228141641,41.44950912547357,0.9999999999375804,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.502186163068338,14.953328580723994,15.231812161495336,14.953324178686875,15.266484393642168,14.953328516484138
44.866281684109,23.54354355446882,41.972784269494035,43.93452271186275,41.967033473675656,44.25084650410294,41.972701792370835,41.458093137683015,0.9999999998402328,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.511050080787316,14.961170826617709,15.240216423598223,14.961166275927244,15.275164139443843,14.96117076022
44.86679564724154,23.963963974877657,41.98629291161789,43.938805592972415,41.98045002991051,44.255671948119755,41.98620915362695,41.46646311788796,0.9999999996126848,1.0,1.0,1.0,1.0,1.0,15.519746332523493,14.96887452036728,15.248468460218968,14.968869819024928,15.283685723149365,14.968874451783297
44.86708769183335,24.384384395286492,41.99951904551737,43.94291036309848,41.99358437110902,44.26028676718901,41.99943401207734,41.474627787496075,0.999999999107086,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.528280950331906,14.976444479892551,15.256573611132303,14.976439625922458,15.292054676532365,14.976444409094215
44.867163258507134,24.804804815695324,42.01247182466121,43.94684187909778,42.006445647241165,44.26469690999204,42.01238552113417,41.48259536843374,0.9999999980351688,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.536659650255842,14.98388527601055,15.264536940703898,14.983880267459426,15.300276247123332,14.983885202970132
44.86702751400643,25.22522523610416,42.02515994226109,43.95060475348097,42.0190425480652,44.268908021233585,42.0250723739528,41.490373617154894,0.9999999958593496,1.0,1.0,1.0,1.0,1.0,15.544887853917777,14.991201249049611,15.272363256485647,14.9911960839867,15.308355417336507,14.99120117373972
44.866685372209176,25.645645656512997,42.037591661748955,43.95420337079362,42.03138333362823,44.27292546229141,42.03750283390916,41.49796985589579,0.9999999916175738,1.0,1.0,1.0,1.0,1.0,15.55297070830314,14.998396524090248,15.280057126281324,14.998391200607342,15.316296922028313,14.99839644648383
44.86614151346184,26.06606607692183,42.0497748447773,43.95764190328492,42.043475862295665,44.27675433052401,42.049684762600215,41.50539100131198,0.9999999836527752,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.5609131039113,15.005475024966753,15.287622893806798,15.005469541178334,15.324105264618414,15.005474945037095
44.865400402369914,26.486486497330663,42.06171697698147,43.96092432508909,42.05532761641131,44.28039947704048,42.061625645606554,41.51264359100449,0.9999999692104212,1.0,1.0,1.0,1.0,1.0,15.5687196914334,15.012440487148544,15.29506469309792,15.012434841191553,15.331784731920903,15.012440404869263
44.86446630322127,26.9069069177395,42.073425191716765,43.96405442530452,42.06694572605048,44.283865522999925,42.07333261622994,41.51973380794063,0.9999999438605052,1.0,1.0,1.0,1.0,1.0,15.57639489711851,15.019296469607095,15.302386461778887,15.019290659640758,15.33933940780766,15.019296384952147
44.86334329476329,27.327327338148336,42.08490629196001,43.96703581999389,42.07833699097257,44.28715687460251,42.08481247739535,41.526667503035654,0.9999999006943584,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,15.583942936915625,15.026046365762875,15.309591953299138,15.026040389968712,15.346773185812136,15.026046278706552
44.862035283424184,27.74774775855717,42.09616677054514,43.96987196322634,42.08950790080614,44.29027773688482,42.09607172188726,41.53345021604103,0.9999998292423816,1.0,1.0,1.0,1.0,1.0,15.591367829528622,15.032693413596537,15.31668474823334,15.03268727017818,15.354089780771272,15.03269332411347
44.860546015327486,28.168168178966003,42.107212828884386,43.972566157286,42.100464653759325,44.29323212646196,42.107116551071535,41.540087194884265,0.9999997140575776,1.0,1.0,1.0,1.0,1.0,15.598673408475584,15.039240704999814,15.323668264728472,15.039234392182818,15.3612927395913,15.039240613064996
44.85887908711466,28.588588599374837,42.118050394291885,43.97512156216789,42.111213173940534,44.296023883357826,42.11795289220883,41.54658341359915,0.9999995329118376,1.0,1.0,1.0,1.0,1.0,15.605863333244564,15.04569119443366,15.330545768173195,15.045684710465256,15.368385451214529,15.045691100022394
44.85703795566274,29.009009019783676,42.128685135890734,43.97754120447783,42.12175912741186,44.298656682061306,42.12858641436499,41.55294358897191,0.9999992545578408,1.0,1.0,1.0,1.0,1.0,15.61294109962528,15.052047706953743,15.337320380157127,15.052041050103169,15.3753711558562,15.052047610041637
44.855025946809846,29.429429440192507,42.13912247964527,43.97982798558965,42.132107937085095,44.30113404178904,42.13902254345996,41.55917219601723,0.9999988360196292,1.0,1.0,1.0,1.0,1.0,15.619910049287364,15.058312945659535,15.343995086784938,15.058306114217832,15.382252953576243,15.058312846222538
44.85284626321127,29.849849860601346,42.14936762217528,43.98198468886338,42.14226479655966,44.30345933552642,42.14926647606353,41.56527348238842,0.9999982193888636,1.0,1.0,1.0,1.0,1.0,15.626773378668751,15.064489498614442,15.35057274640432,15.064482490894388,15.389033812251188,15.06448939662883
44.85050199146201,30.270270281010177,42.15942554361695,43.984013986898795,42.15223468299174,44.305635799007376,42.15932319226355,41.571251481816766,0.9999973281211536,1.0,1.0,1.0,1.0,1.0,15.633534147231272,15.070579845282037,15.35705609678212,15.07057265961806,15.395716574977072,15.07057974072441
44.84799610829028,30.690690701419015,42.16930101961466,43.98591844800015,42.16202236907557,44.30766653881833,42.169197467657135,41.577110026667846,0.9999960628465892,1.0,1.0,1.0,1.0,1.0,15.640195285142603,15.076586362518436,15.363447761788974,15.076578997266504,15.402303966966542,15.07658625536572
44.845331485596745,31.111111121827847,42.1789986324941,43.98770054226869,42.171632434210096,44.30955453999711,42.17889388452362,41.58285275956375,0.999994296729491,1.0,1.0,1.0,1.0,1.0,15.646759600436656,15.082511330156969,15.36975025762602,15.082503783694465,15.408798601974985,15.082511220386406
44.84251089554721,31.53153154223668,42.18852278168289,43.98936264725099,42.18106927491664,44.31130267309065,42.18841684224485,41.58848314419711,0.9999918704364248,1.0,1.0,1.0,0.9999999999999992,1.0,15.653229785672776,15.088356936217998,15.375965998632504,15.088349206943562,15.41520298829511,15.088356823807157
44.839537014712,31.951951962645516,42.197877693439715,43.990907053191926,42.19033711456906,44.31291370072045,42.19777056703421,41.594004475633376,0.9999885867869016,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999984,0.9999999999999998,15.659608424155891,15.09412528177368,15.38209730270782,15.09411736810709,15.421519534354752,15.094125166700447
44.836412427803026,32.372372383054355,42.20706742994559,43.99233596793242,42.19944001248926,44.314390283700966,42.206959121027694,41.59941988980676,0.9999842051881532,1.0,1.0,1.0,0.9999999999999958,1.0,15.665897995742016,15.099818385494734,15.388146396377651,15.099810285876776,15.427750553948142,15.099818267737312
44.833139630992,32.792792803463186,42.21609589780845,43.99365152150076,42.20838187245978,44.31573498677185,42.2159864107885,41.60473237246071,0.9999784359600732,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999896,1.0000000000000002,15.672100882265276,15.10543818790384,15.394115419532104,15.105429900796226,15.433898271129458,15.105438067440751
44.82972103490886,33.21321322387202,42.22496685602499,43.99485577043509,42.217166450696965,44.316950283987794,42.224856195268856,41.60994476751804,0.9999709346801924,1.0,1.0,1.0,0.9999999999999744,1.0,15.67821937261477,15.11098655535811,15.400006429860287,15.110978079243418,15.439964824793533,15.11098643216818
44.826158967412574,33.633633644280856,42.23368392344231,43.99595070188221,42.22579736332732,44.318038563823045,42.23357209327169,41.61505978492275,0.999961296675306,1.0,0.9999999999999998,1.0,0.9999999999999396,1.0,15.684255667487854,15.11646528378104,15.405821407004284,15.116456617162736,15.44595227296741,15.116465157843413
44.82245567623341,34.054054064689694,42.24225058575653,43.99693823746597,42.23427809340447,44.31900213399515,42.24213759044942,41.620080007993586,0.9999490517943456,1.0,0.9999999999999998,1.0,0.999999999999864,1.0,15.690211883843691,15.12187610216268,15.41156225645384,15.121867243565193,15.451862596834522,15.121875973456795
44.818613331584224,34.474474485098526,42.25067020208325,43.99782023655117,42.24261199741963,44.31984322559003,42.250556045874575,41.625007900326565,0.999933659594098,0.9999999999999998,0.999999999999999,0.9999999999999998,0.9999999999997014,0.9999999999999998,15.696090059078797,15.127220675845043,15.41723081320644,15.127211623813585,15.457697704517464,15.12722054435065
44.814634028836366,34.89489490550736,42.25894601113134,43.99859849971218,42.25080231141227,44.32056399735096,42.258830698213735,41.629845812281054,0.999914505061934,1.0,0.999999999999998,1.0,0.9999999999993646,1.0,15.701892154944472,15.132500609608378,15.422828845198492,15.132491362708596,15.463459434624635,15.13250047530553
44.81051979123956,35.315315325916195,42.267081137009065,43.99927477186272,42.258852156912745,44.32116653959371,42.266964671534055,41.63459598708189,0.999890894988804,1.0,0.9999999999999956,1.0,0.9999999999986864,1.0,15.707620061228615,15.137717450572652,15.42835805653263,15.13770800739073,15.46914955958647,15.137717313441708
44.80627257254498,35.735735746325034,42.275078594689376,43.999850745192504,42.26676454633409,44.32165287787063,42.2749609807688,41.63926056656817,0.9998620550915996,1.0000000000000002,0.9999999999999898,1.0000000000000002,0.9999999999973576,1.0000000000000002,15.71327559922318,15.142872690927325,15.433820090513166,15.142863050069836,15.474769788793964,15.14287255094895
44.80189426019949,36.156156166733865,42.28294129515867,44.0003280619413,42.27454238811778,44.32202497643226,42.282822536866554,41.64384159661752,0.9998271279672152,1.0,0.999999999999977,1.0,0.9999999999948204,1.0,15.718860524974067,15.147967770501513,15.439216532503238,15.147957930595254,15.48032177155317,15.14796762765668
44.79738667856286,36.576576587142696,42.290672050271546,44.000708316998576,42.28218849158089,44.322284741471385,42.29055215164636,41.64834103227327,0.9997851719418412,0.9999999999999998,0.9999999999999504,0.9999999999999998,0.9999999999900956,0.9999999999999998,15.724376532347613,15.153004079185544,15.444548912616302,15.152994038877358,15.485807099868849,15.153003933455548
44.79275159238767,36.996997007551535,42.29827357733217,44.0009930603445,42.28970557148437,44.32243402416895,42.298152542378745,41.652760742564105,0.9997351608590596,1.0,0.9999999999998972,1.0,0.999999999981503,1.0,15.729825255917389,15.157982959214204,15.449818708253312,15.157972717170724,15.491227311068917,15.157982810580656
44.78799071056862,37.41741742796037,42.30574850332011,44.00118379934948,42.29709625234199,44.32247462356256,42.30562633598367,41.65710251482024,0.9996759848260712,1.0,0.9999999999997912,1.0,0.9999999999662228,1.0,15.735208273686112,15.162905707320562,15.455027346496108,15.162895262228306,15.496583890280514,15.162905555765285
44.78310569016227,37.837837848369205,42.31309936893701,44.00128200094696,42.30436307248754,44.32240828925653,42.312976073137115,41.66136805909624,0.9996064519219712,1.0,0.9999999999995858,1.0,0.9999999999396272,1.0,15.740527109653728,15.167773576769704,15.460176206366492,15.16776292733521,15.501878272767414,15.167773422274864
