I/II_MS0,time,I/II_BSK21,I/II_ENG,I/II_APR,I/II_WFF1,I/III_MS0,I/III_BSK21,I/III_ENG,I/III_APR,I/III_WFF1
0.0,1.1574074074074074e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5801057508466807,0.4204204319829088,0.5880950827653885,0.5799687506141541,0.5625979293314356,0.5394856219208909,0.7729369768032227,0.6837303336658194,0.6513912876827659,0.6044980222308369,0.5335881659465176
0.6570457425467315,0.8408408523917437,0.7270692529959386,0.73226442328731,0.7289758740149097,0.7226798712167579,0.8028971912235779,0.7771898291139262,0.7579173503340885,0.7246483179909677,0.6680299143433612
0.6784410657465018,1.2612612728005783,0.7876728246530061,0.8032632226475998,0.8124963118861428,0.8233976060138078,0.7923094530487186,0.8052258683787327,0.7959830930358363,0.774735264891944,0.7337276897876154
0.6834900157262209,1.681681693209413,0.818882163669612,0.8422619052659112,0.8615067979799168,0.8872885497135309,0.7742278383715282,0.8119459699896568,0.810049116545856,0.798242357350249,0.7707737322626443
0.6822068615615156,2.1021021136182476,0.8360364595513948,0.8653750816143595,0.8926185964818916,0.9309624378229598,0.7553350092747431,0.8098413917496741,0.813427882958067,0.8090170869473305,0.7928858774777505
0.6781487276798739,2.5225225340270825,0.8455238548552627,0.8795358021848853,0.9132614165632432,0.9622231332854868,0.7373672982539091,0.8036864378654028,0.8114633428570678,0.8129239286673425,0.8062631426293829
0.672819072682531,2.942942954435918,0.8504628666148124,0.8882217817299956,0.927284832713253,0.9852908027237912,0.7207460969599202,0.7956144087621225,0.8066611364462732,0.8128538435821167,0.8141505343575911
0.6669233448551037,3.363363374844752,0.8525420923344554,0.8933619433484217,0.9368852810542708,1.0026662601010434,0.7054882201153111,0.7866723514925463,0.8003156933973473,0.8103763387246029,0.8184132715648379
0.6608143473568161,3.783783795253586,0.8527454847736052,0.8961055446826718,0.9434052926956406,1.0159311753021705,0.691484374215627,0.7774046733305705,0.7931404680441119,0.806402355490197,0.8201960075713313
0.6546746010801117,4.204204215662421,0.8516786186572165,0.8971750991735462,0.9477091849711478,1.0261362156889902,0.678593838047956,0.768103461935157,0.7855463509245433,0.8014868437931191,0.8202361569161477
0.6485990472874659,4.624624636071256,0.8497302335740593,0.8970442161703792,0.9503764769187414,1.0340066979112852,0.6666777817633357,0.7589265383277314,0.7777768010416325,0.7959802515334234,0.8190269137966405
0.6426355193140633,5.045045056480091,0.847158301662369,0.8960338769407216,0.9518086429421724,1.0400591356868127,0.6556103003058787,0.7499572186478024,0.7699782613671389,0.7901098746110016,0.8169080684021924
0.6368057334447436,5.465465476888926,0.844138621652849,0.8943676024465812,0.9522913825840956,1.0446709063684043,0.6452810192950148,0.741236260842309,0.7622389407782921,0.7840260143563719,0.8141193939788455
0.6311166792869802,5.885885897297761,0.8407935836527243,0.8922045670497554,0.9520326161150732,1.048123737410874,0.6355945529922244,0.7327796824811698,0.7546111403474699,0.7778293571607583,0.810833425021029
0.6255670190590125,6.306306317706595,0.8372098717807688,0.8896602506224207,0.9511865553453032,1.050631850310363,0.6264688977090378,0.7245890345261634,0.7471245753604955,0.7715878210466578,0.8071763225017787
0.620150779834787,6.72672673811543,0.8334497283366032,0.8868197495082086,0.9498694446049588,1.0523607378426336,0.6178336056649478,0.7166574784811386,0.7397945615643208,0.7653472431828791,0.8032415614168855
0.6148595232719776,7.147147158524265,0.8295583211360011,0.8837465931142384,0.948170139301042,1.053440027023509,0.6096280531901592,0.7089734500911093,0.73262716711501,0.759138337546457,0.7990991484937126
0.609683636158085,7.5675675789331,0.8255686857006148,0.880488731609118,0.9461573850306252,1.0539724908089494,0.6017999191715676,0.7015228959044116,0.7256225207677499,0.752981325258757,0.794801968236033
0.6046130997128383,7.987987999341935,0.8215051058623922,0.8770826837716916,0.9438849310257414,1.0540404919838202,0.5943038861382617,0.6942906464244671,0.7187769673603239,0.7468890748821482,0.7903902377650893
0.5996379445290655,8.408408419750769,0.8173854737182238,0.8735564678353718,0.941395189457426,1.0537106704162404,0.5871005507288072,0.6872612587166088,0.7120844911030291,0.7408692667572456,0.7858946900955174
0.5947485147250285,8.828828840159604,0.8132229628717419,0.8699317062916119,0.9387218964631638,1.0530374088050438,0.580155517016347,0.6804195255591172,0.7055376627383131,0.7349259054783398,0.7813388818612611
0.5899356140799551,9.24924926056844,0.8090272300899823,0.8662251575334515,0.935892075887235,1.0520654314150508,0.5734386432673619,0.6737507762934856,0.6991282731131059,0.7290603898363803,0.7767408893958766
0.5851905768378658,9.669669680977274,0.8048052925007053,0.8624498475019153,0.9329275076975044,1.0508317759002217,0.5669234136177455,0.6672410451488315,0.6928477569777802,0.7232722768604803,0.7721145708138264
0.5805052978136002,10.090090101386108,0.8005621738450636,0.8586159160620195,0.9298458392305258,1.049367309906286,0.5605864189420371,0.6608771532091304,0.6866874764517176,0.7175598316484171,0.7674705161176835
0.575872230399544,10.510510521794943,0.7963013844838414,0.8547312538168218,0.926661434897282,1.047697907302151,0.5544069199784272,0.6546467394354099,0.6806389073299572,0.7119204274804254,0.7628167661342179
0.5712843729195495,10.930930942203778,0.7920252826178469,0.8508019889514591,0.9233860328557412,1.0458453710881843,0.5483664827041995,0.6485382558830273,0.6746937592845726,0.7063508353740109,0.7581593667791794
0.5667352400745966,11.351351362612611,0.7877353485069803,0.8468328619332398,0.9200292566209712,1.0438281628041035,0.5424486701407963,0.6425409455950226,0.6688440529922371,0.7008474375048623,0.7535027942832345
0.5622188368262191,11.771771783021448,0.783432392994498,0.8428275154422574,0.9165990173990262,1.04166198416353,0.5366387857260303,0.6366448052376976,0.6630821628755388,0.6954063821691534,0.7488502877928646
0.5577296236471174,12.19219220343028,0.7791167170886528,0.8387887203839152,0.913101832470168,1.039360244969994,0.5309236518050637,0.6308405445466141,0.6574008411946958,0.6900236988374763,0.7442041078001346
0.5532624860801063,12.612612623839116,0.7747882356955612,0.8347185541044473,0.9095430793264347,1.036934441275932,0.525291423149667,0.6251195403567402,0.6517932251751152,0.684695379938961,0.7395657421467758
0.5488127041452388,13.03303304424795,0.7704465742030961,0.8306185416743278,0.9059271995286567,1.03439446329454,0.5197314280509533,0.6194737936342297,0.6462528367912875,0.6794174423694024,0.7349360666316339
0.544375919891396,13.453453464656786,0.7660911425110162,0.8264897676568892,0.9022578632160996,1.0317488481835044,0.5142340295150049,0.6138958832490473,0.640773573822597,0.6741859695986648,0.7303154748279977
0.5399481131781357,13.87387388506562,0.7617211938818058,0.8223329654743061,0.898538103507912,1.0290049873735123,0.508790510068846,0.6083789255221782,0.6353496973162603,0.6689971440304825,0.7257039795435573
0.5355255743660976,14.294294305474455,0.7573358699299715,0.8181485892540271,0.8947704246590957,1.0261693004805807,0.5033929687979836,0.6029165335995664,0.6299758171682387,0.6638472665128694,0.7211012964565212
0.5311048800976649,14.71471472588329,0.7529342366898907,0.8139368715398562,0.890956892549842,1.0232473770043318,0.4980342328537392,0.5975027799930115,0.6246468747536426,0.6587327714208603,0.7165069095999037
0.5266828731243051,15.135135146292123,0.7485153135627124,0.8096978708646692,0.8870992079187195,1.0202440977371463,0.4927077819143418,0.5921321636664982,0.619358127273472,0.6536502352893862,0.7119201248966737
