II_epsilon_1e-3,time,II_epsilon_5e-4,II_epsilon_1e-4,III_alpha_0.1,III_alpha_0.05,III_alpha_0.01,I
43.57368763414842,8.408408419750769,44.08014496963568,44.557823283800936,43.82827083658824,44.179044001323014,44.559594680447226,44.59565486975615
43.593882432012364,8.828828840159604,44.10021790358794,44.57792322549371,43.852400569612165,44.20160207069658,44.57994785278478,44.61578601794931
43.61294909305137,9.249249260568439,44.119052204283655,44.5965945090631,43.875149172029424,44.22275531237322,44.59885674977477,44.63446676112729
43.63098825847729,9.669669680977274,44.13676134257463,44.613974522321094,43.89663992243272,44.24263202567871,44.616460029721566,44.65183730934872
43.64808733124168,10.090090101386108,44.153443482734254,44.63018142908777,43.91698005273117,44.26134345265372,44.63287701308409,44.66801818905248
43.66432268769027,10.510510521794943,44.16918408425501,44.645317505728485,43.93626339774626,44.27898663164409,44.648211027147,44.68311366442212
43.679761445880565,10.930930942203778,44.18405797593084,44.6594717954277,43.954572520189494,44.295646683445845,44.66255207014558,44.6972144578976
43.694462895219196,11.351351362612613,44.19813102752729,44.6727222389703,43.97198043219716,44.31139865705257,44.67597895005088,44.710399935962826
43.70847966088909,11.771771783021448,44.21146150683739,44.68513740055328,43.988552001450536,44.32630903523428,44.68856101908081,44.722739877080556
43.72185866125022,12.192192203430281,44.224101192701426,44.69677787586035,44.00434510901464,44.34043696995165,44.700359589102845,44.73429591586096
43.7346418988555,12.612612623839116,44.236096291598905,44.70769745073543,44.01941160868102,44.35383530619732,44.711429097957534,44.745122728961086
43.746867120482825,13.03303304424795,44.247488200540865,44.71794405981467,44.03379812847286,44.36655143325921,44.721818073718865,44.75526901833293
43.75856836944649,13.453453464656786,44.258314143710656,44.727560585374704,44.04754674294345,44.37862799931295,44.73156993993558,44.764778328458114
43.76977645303177,13.87387388506562,44.26860770951033,44.73658552698142,44.06069554273093,44.39010351345509,44.740723689857376,44.773689732338255
43.78051933718666,14.294294305474455,44.278399303416,44.745053565286476,44.07327911662586,44.401012855794235,44.749314455631136,44.78203840875511
43.790822484171514,14.71471472588329,44.287716533868604,44.75299604105538,44.08532896434857,44.41138771335619,44.7573739908082,44.78985613124629
43.80070914140758,15.135135146292125,44.29658454189741,44.76044136130545,44.096873850283934,44.421256951606814,44.764931080580624,44.79717168514353
43.81020058963385,15.555555566700958,44.30502628354006,44.76741534793823,44.10794010788516,44.43064693524858,44.772011893740604,44.804011222704354
43.81931635846869,15.975975987109793,44.3130627744095,44.77394153674671,44.118551904075545,44.43958180486932,44.77864028436151,44.81039856933335
43.8280744124951,16.39639640751863,44.32071330063163,44.78004143501516,44.12873146826168,44.44808371648884,44.78483805248823,44.8163554870178
43.83649131363088,16.816816827927465,44.3279956022441,44.785734745662346,44.13849929202398,44.456173050903814,44.790625170550776,44.82190190220441
43.84458236344104,17.2372372483363,44.334926033660956,44.79103956100589,44.14787430442399,44.46386859616479,44.79601997896594,44.82705610483602
43.85236172758145,17.657657668745134,44.341519703692086,44.7959725321842,44.15687402556877,44.471187707172184,44.80103935791848,44.83183492066902
43.859842545279655,18.07807808915397,44.34779059846439,44.80054901768234,44.16551470178443,44.47814644673329,44.80569887736603,44.83625386268463
43.86703702667572,18.498498509562804,44.35375169046463,44.80478321335946,44.173811425635805,44.484759709642304,44.81001292850257,44.8403272640573
43.873956538452155,18.918918929971635,44.35941503420973,44.80868826690758,44.18177824211974,44.4910413322778,44.81399483994126,44.844068394894016
43.880611679776784,19.33933935038047,44.364791851067956,44.812276379654534,44.18942824251019,44.49700419016806,44.81765698073572,44.84748956525529
43.8870123504211,19.759759770789305,44.3698926050733,44.8155588960546,44.19677364870869,44.502660285159756,44.821010850534265,44.85060221702676
43.89316781135226,20.18018019119814,44.374727070248596,44.81854638317784,44.20382588836316,44.508020822082486,44.8240671606526,44.85341700489962
43.89908673881549,20.600600611606975,44.37930439058865,44.82124870191776,44.21059566201402,44.5130962782382,44.826835905997434,44.85594386834651
43.90477727290764,21.02102103201581,44.38363313387441,44.823675070320334,44.2170930033599,44.5178964654205,44.8293264291322,44.858192096333724
43.91024706162598,21.441441452424645,44.38772134042261,44.825834120086185,44.22332733376518,44.52243058555161,44.83154747754078,44.86017038497231
43.91550330030867,21.86186187283348,44.39157656637493,44.827733947311174,44.22930751150898,44.526707280665136,44.83350725531402,44.86188688904734
43.92055276688491,22.282282293242314,44.3952059227295,44.82938215853663,44.23504187550469,44.5307346781209,44.83521346976421,44.86334926833906
43.925401854344564,22.70270271365115,44.39861611096706,44.830785911737735,44.24053828567739,44.534520431833776,44.83667337250227,44.86456472971129
43.93005659997315,23.123123134059984,44.40181345514306,44.8319519531836,44.245804159314666,44.538071759002825,44.83789379741273,44.86554006489232
43.93452271186275,23.54354355446882,44.40480393090899,44.83288665123161,44.25084650410294,44.541395473607594,44.838881194698494,44.866281684109
43.938805592972415,23.963963974877654,44.40759319183125,44.83359602675782,44.255671948119755,44.54449801708667,44.83964166171138,44.86679564724154
43.942910363098484,24.384384395286492,44.4101865934269,44.83408578070121,44.26028676718901,44.54738548615017,44.8401809708325,44.86708769183335
43.94684187909778,24.804804815695324,44.41258921532246,44.834361319041015,44.26469690999204,44.550063658088206,44.840504594848845,44.867163258507134
43.95060475348097,25.225225236104162,44.41480588126322,44.83442777560853,44.268908021233585,44.55253801384312,44.84061773027062,44.86702751400643
43.95420337079362,25.645645656512997,44.41684117707374,44.8342900331375,44.27292546229141,44.55481375916453,44.84052531871949,44.866685372209176
43.95764190328492,26.06606607692183,44.41869946768074,44.83395274233315,44.27675433052401,44.556895844159655,44.84023206564545,44.86614151346184
43.96092432508909,26.486486497330663,44.4203849124862,44.833420338775305,44.28039947704048,44.55878898129109,44.83974245823331,44.865400402369914
43.96405442530452,26.9069069177395,44.42190147951928,44.83269705908336,44.283865522999925,44.56049766127398,44.83906078148537,44.86446630322127
43.96703581999389,27.327327338148336,44.423252958397825,44.831786955374035,44.28715687460251,44.56202616840295,44.838191132959594,44.86334329476329
43.96987196322634,27.74774775855717,44.424442972255164,44.830693908512124,44.29027773688482,44.563378594407325,44.837137436170025,44.862035283424184
43.972566157286,28.168168178966003,44.42547498877794,44.82942164013396,44.29323212646196,44.564558851283344,44.835903452780315,44.860546015327486
43.97512156216789,28.588588599374837,44.426352330500904,44.82797372356998,44.296023883357826,44.5655706831007,44.83449279373378,44.85887908711466
43.97754120447783,29.009009019783676,44.42707818444905,44.82635359379359,44.298656682061306,44.56641767689459,44.83290892946721,44.85703795566274
43.97982798558965,29.429429440192507,44.42765561053903,44.82456455652868,44.30113404178904,44.56710327276038,44.83115519932638,44.855025946809846
43.98198468886338,29.849849860601342,44.428087549767184,44.8226097966066,44.30345933552642,44.56763077326808,44.82923481954682,44.85284626321127
43.984013986898795,30.270270281010177,44.428376831793855,44.82049238492161,44.305635799007376,44.56800335231452,44.82715089069281,44.85050199146201
43.98591844800015,30.690690701419015,44.42852618193884,44.81821528501641,44.30766653881833,44.56822406327243,44.824906404439965,44.84799610829028
43.98770054226869,31.111111121827847,44.42853822769339,44.81578135898148,44.30955453999711,44.56829584615133,44.82250424949254,44.845331485596745
43.98936264725099,31.531531542236678,44.42841550475447,44.81319337259056,44.31130267309065,44.5682215348856,44.81994721685525,44.84251089554721
43.990907053191926,31.951951962645516,44.42816046263869,44.81045399985648,44.31291370072045,44.56800386381148,44.817238004471136,44.839537014712
43.99233596793242,32.372372383054355,44.42777546992286,44.807565827035226,44.314390283700966,44.567645473784616,44.81437922130797,44.836412427803026
43.99365152150076,32.792792803463186,44.42726281916829,44.804531356155216,44.31573498677185,44.56714891786535,44.811373390977735,44.833139630992
43.99485577043509,33.21321322387202,44.426624731575664,44.80135300816287,44.316950283987794,44.56651666660458,44.80822295498919,44.82972103490886
