I_MS0,time,I_BSK21,I_ENG,I_APR,I_WFF1,II_MS0,II_BSK21,II_ENG,II_APR,II_WFF1,III_MS0,III_BSK21,III_ENG,III_APR,III_WFF1
44.931821181478945,13.87387388506562,44.92462505656676,44.91341734928378,44.88864607800486,44.85540732487665,44.39187306830074,44.16290386268493,44.09108438380947,43.990107974496986,43.82640233750324,44.423030671409954,44.31624613104445,44.278067651967405,44.2196489339743,44.129703345333084
44.93290809176069,14.294294305474455,44.92853151267241,44.91814782825496,44.89452265406269,44.86319317544568,44.39738251739451,44.17119564274241,44.09999923900093,43.99975222940363,43.837023874965205,44.42951512296255,44.325614979072704,44.2881720110866,44.23067538754973,44.14209187898915
44.93359919618982,14.71471472588329,44.93199682749287,44.9224210063373,44.89991831974504,44.87045246098374,44.402494316092074,44.17906259080294,44.108484134797436,44.008961427195224,43.84720508397951,44.43556496333592,44.33449404749971,44.29777413158353,44.24118554832409,44.15394555138382
44.93391019979312,15.135135146292125,44.93504157872928,44.926259000431195,44.904857358790025,44.87721321323223,44.40722732666881,44.18652626516657,44.11656112956653,44.01775815087131,43.85696911549509,44.44120241787876,44.34290941506278,44.306900873157716,44.25120712350063,44.16529308833555
44.933855419942745,15.555555566700958,44.93768447318731,44.92968190837903,44.90936183086661,44.883500898733246,44.411598778799,44.19360637867968,44.12425039921135,44.026163063514865,43.86633716354445,44.44644773909268,44.35088489716983,44.31557677873324,44.260765449896525,44.17616078511126
44.93344795110748,15.975975987109793,44.93994256890593,44.93270804800921,44.913451834052225,44.889338717373825,44.4156244531643,44.20032100263618,44.13157044482699,44.034195119094726,43.87532867911558,44.45131943016958,44.35844229597527,44.32382433049805,44.26988375315933,44.18657277064668
44.93269980686743,16.39639640751863,44.94183146592237,44.93535416236645,44.91714572921805,44.89474786090875,44.41931883983295,44.206686744654284,44.13853827314592,44.04187174600583,43.88396155533034,44.45583443872933,44.36560161836654,44.33166417062727,44.2785833733374,44.196551237415754
44.93162204292778,16.816816827927465,44.943365470463505,44.9376355965144,44.920460334929665,44.899747735299755,44.42269527709686,44.212718901746435,44.14516955238375,44.04920900549326,43.89225228941644,44.460008325502876,44.37238126537826,44.339115294639186,44.28688396172215,44.206116640823765
44.93022486113012,17.2372372483363,44.94455773761916,44.93956645167394,44.923411096513924,44.90435615461822,44.425766071979155,44.21843159520733,44.1514787495608,44.0562217312738,43.900216124326484,44.463855410078146,44.37879819732961,44.34619522007261,44.294803651985355,44.215287874744476
44.92851769938701,17.657657668745134,44.945420396796344,44.94115971964121,44.92601223282274,44.9085895100601,44.428542605297935,44.22383788864468,44.157479250495,44.06292365164935,43.907867172201634,44.4673888994036,44.38486807901163,44.35292013412323,44.302359211351984,44.22408242530506
44.926509308411866,18.07807808915397,44.945964659179225,44.94242739883222,44.928276864635784,44.91246291736736,44.431035424243966,44.22894989144781,44.16318346505133,44.069327496655035,43.91521852394467,44.47062100019561,44.39060540761817,44.35930502384253,44.30956617334488,44.23251650612678
44.924207816205,18.498498509562804,44.946200913166386,44.943380597348984,44.930217128144875,44.915990346304945,44.43325432497007,44.233778850032344,44.16860292028173,44.07544509282673,43.92228234563826,44.473563017572275,44.396023624623034,44.36536379152883,44.31643895477899,44.2406051781149
44.92162078172272,18.918918929971635,44.94613880819734,44.944029623216665,44.93184427325426,44.91918473538674,44.435208423952815,44.23833522927003,44.17374834348195,44.08128744774604,43.92906996371925,44.47622544225066,44.40113521566428,44.37110935571174,44.32299095958593,44.248362456118244
44.91875523892736,19.33933935038047,44.94578732834842,44.94438406365186,44.93316875127328,44.922058091866106,44.43690622180339,44.242628784210766,44.17862973461329,44.08686482393839,43.9355919408077,44.47861802840133,44.405951798884026,44.37655374174609,44.32923467156387,44.25580140258425
44.9156177322132,19.759759770789305,44.945154856960016,44.944452855092386,44.934200292416705,44.92462158110975,44.438355660394414,44.24666862356081,44.18325643167212,44.09218680538468,43.94185814377026,44.480749861691486,44.41048420333191,44.38170816219165,44.3351817358974,44.26293421192882
44.91221434399624,20.18018019119814,44.944249233762534,44.944244345838385,44.93494797435313,44.92688560582775,44.43956417355399,44.250463266999674,44.18763716888846,44.0972623568638,43.94787780352163,44.48262942035687,44.41474253890357,44.38658308840226,44.34084303269255,44.2697722857037
44.908550716782315,20.600600611606975,44.94307780586758,44.94376635168782,44.935420282983316,44.92885987640014,44.44053873213425,44.25402069618635,44.19178012866539,44.102099876913314,43.95365956912209,44.48426462981304,44.41873625931744,44.391188314486946,44.34622874268528,44.27632629982032
44.90463207125624,21.02102103201581,44.94164747236326,44.94302620403046,44.935625166852645,44.93055347349131,44.441285884289655,44.257348400326386,44.19569298800571,44.10670724518981,43.95921155634094,44.48566291135619,44.42247421817597,44.39553301493876,44.35134840608544,44.28260626479051
44.900463219925044,21.441441452424645,44.93996472226516,44.942030793894986,44.93557008632567,44.93197490434345,44.44181179181555,44.2604534170704,44.19938296034345,44.11109186514373,43.964541391219896,44.48683122566263,44.425964719083865,44.39962579660727,44.35621097536547,44.288621580075585
44.89604857979702,21.86186187283348,44.93803566889094,44.94078661053318,44.93526205638203,44.93313215356362,44.44212226332303,44.26334236956999,44.20285683362757,44.11526070285454,43.96965624921259,44.48777611189175,44.429215561251844,44.40347474463867,44.36082486292051,44.29438108345175
44.89139218470209,22.282282293242314,44.93586607902916,44.93929977549515,44.93470768559772,44.9340327276582,44.4422227838181,44.26602150028041,44.20612100425426,44.11922032165295,43.97456289056922,44.488503723200594,44.432234080440324,44.40708746474596,44.36519798445233,44.299893094898735
44.88649769892591,22.70270271365115,44.93346139793404,44.937576072441075,44.93391321109885,44.93468369605986,44.442118540487364,44.26849670055378,44.2091815075303,44.12297691327333,43.97926769261623,44.489019858903966,44.43502718587649,44.41047112117102,44.36933779774323,44.30516545667453
44.88136843304088,23.123123134059984,44.9308267703823,44.935620973182374,44.93288452973919,44.93509172785577,44.44181444737699,44.27077353808665,44.21204404582356,44.126536326568306,43.98377667902919,44.48932999259241,44.437601393639135,44.41363247105855,44.37325133778002,44.310205569773196
44.8760073624276,23.54354355446882,44.927967058293916,44.93343966044261,44.931627225813344,44.93526312492823,44.44131516720848,44.272857281816144,44.21471401391175,44.12990409339903,43.98809554576356,44.489439298578006,44.43996285706923,44.41657789556204,44.37694524899311,44.31502042696543
44.87041714853258,23.963963974877654,44.924886855445905,44.93103704781202,44.93014659566377,44.93520385180419,44.44062513130795,44.27475292451244,44.21719652199781,44.13308545214106,43.9922296853922,44.48935267554864,44.442117394682604,44.41931342815491,44.38042581443558,44.31961664280297
44.86460016264938,24.384384395286492,44.9215904998488,44.92841779602958,44.92844766958102,44.93491956269169,44.43974855763283,44.276465203276764,44.21949641660563,44.13608536904007,43.996184209016356,44.48907476811715,44.444070515006786,44.42184478060007,44.38369898232053,44.324000480940406
44.858558516639846,24.804804815695324,44.91808208431624,44.925586326768155,44.92653523140603,44.93441562618811,44.43868946714829,44.2779986181961,44.22161829967143,44.13890855773668,43.99996396629601,44.48860998635098,44.4458274394751,44.42417736673573,44.386770390191835,44.32817787915838
44.85229409480166,25.225225236104162,44.91436546480771,44.92254683477912,44.92441383552975,44.933697147779746,44.437451698778226,44.279357449431906,44.22356654612741,44.14155949726134,44.00357356369599,44.487962523555765,44.44739312347407,44.4263163235345,44.389645387060725,44.33215447245093
44.84580858750729,25.645645656512997,44.910444268305454,44.91930329778242,44.92208782094921,44.932768989298395,44.436038923133424,44.2805457730071,44.22534532021851,44.14404244868577,44.00701738118992,44.48713637257986,44.448772275512006,44.42826653106506,44.392329053830245,44.335935614031655
44.83910352797179,26.06606607692183,44.906321900444226,44.91585948493908,44.91956132436088,44.931635787338,44.434454655199694,44.28156747548056,44.22695858986967,44.146361469732,44.01029958765213,44.48613534090012,44.4499693747409,44.43003263054213,44.394826222095105,44.33952639422089
44.83218033009206,26.486486497330663,44.90200155279896,44.91221896420389,44.91683829094122,44.93030196950811,44.43270226603974,44.28242626673256,44.2284101401503,44.14852042869666,44.01342415515723,44.4849630645668,44.45098868699194,44.43161904092877,44.39714149078333,44.34293165837768
44.825040327081496,26.9069069177395,44.89748621069513,44.90838510895662,44.91392248363825,44.92877176903063,44.430784992540865,44.28312569215649,44.22970358581738,44.15052301719787,44.01639487201536,44.48362302019138,44.45183427952884,44.43302997413837,44.39927924211318,44.346156023141596
44.81768481005863,27.327327338148336,44.89277866186783,44.904361104300364,44.91081749106936,44.92704923768096,44.42870594712367,44.283669143942234,44.23084238275473,44.152372761891066,44.019215354393545,44.48211853673469,44.45251003471962,44.43426944900152,44.401243656044166,44.349203891438215
44.810115065691264,27.74774775855717,44.88788150620764,44.90014995338097,44.90752673429682,44.92513825722535,44.42646812641927,44.28405987139827,44.23182983852174,44.154073035247414,44.02188905761665,44.480452806093446,44.45301966278784,44.435341304169874,44.403038723644336,44.35207946627298
44.80233241197022,28.168168178966003,44.882797166744936,44.89575448405377,44.904053472772,44.923042549529626,44.424074419032024,44.2843009904803,44.23266912204929,44.15562706546942,44.024419286331785,44.47862889285319,44.453366713101396,44.43624921012258,44.40466825938421,44.35478676345291
44.79433823115019,28.588588599374837,44.8775279019137,44.89117735616232,44.90040080974632,44.92076568553556,44.421527612573186,44.284395492558716,44.233363272590275,44.15703794565478,44.02680920396874,44.47664974323102,44.453554584871455,44.436996680377106,44.40613591247284,44.357329623374106
44.78613399968871,29.009009019783676,44.87207581902982,44.886421069457114,44.89657169744975,44.91831109325678,44.41883039996889,44.28434625251929,44.23391520802804,44.158308642314715,44.0290618414573,44.47451819325949,44.45358653712057,44.437587081352795,44.4074451773584,44.3597117220097
44.777721319511585,29.429429440192507,44.86644288881809,44.88148797246573,44.892568942188106,44.91568206412766,44.41598538509976,44.2841560362862,44.23432773264188,44.15944200334924,44.03118010528738,44.47223697628702,44.45346569783912,44.43802364191177,44.40859940351199,44.36193658121792
44.76910194095505,29.849849860601342,44.8606309608791,44.876380272467586,44.888395209016124,44.91288175895433,44.412995087826594,44.28382750785421,44.23460354442734,44.160440765552046,44.03316678499496,44.46980872986712,44.45319507247301,44.43830946215773,44.40960180461476,44.364007577959576
44.76027778448829,30.270270281010177,44.85464178219701,44.871100046375595,44.88405302737987,44.909913213128476,44.40986194845509,44.28336323591521,44.23474524172388,44.161307561134855,44.03502456015347,44.46723600210731,44.45277755176957,44.438447521575036,44.41045546698498,44.365927952952724
44.7512509579444,30.690690701419015,44.848477014194046,44.86564925263931,44.879544796948615,44.90677934114735,44.406588331691616,44.28276570003687,44.23475532906899,44.16204492408444,44.03675600694862,44.46452125754875,44.45221591905632,44.43844068658579,44.411163357069626,44.367700818932505
44.74202377047708,31.111111121827847,44.84213825066406,44.86002974409463,44.874872793991564,44.90348294070588,44.40317653014034,44.28203729584783,44.23463622325112,44.162655296148245,44.038363604349044,44.461666882544634,44.45151285702699,44.43829171755332,44.41172832896748,44.36932916820043
44.73259874352966,31.531531542236678,44.835627036428555,44.85424328163637,44.87003917843936,44.90002669647169,44.39962876739538,44.28118034055446,44.23439025860834,44.16314103231734,44.03984973941879,44.45867518963114,44.45067095410781,44.438003275292765,44.412153131148216,44.37081587968922
44.72297861875081,31.951951962645516,44.828944885793874,44.84829154852286,44.865046001647954,44.896413183685794,44.39594720078388,44.280197077806086,44.234019692064685,44.1635044059671,44.041216712724285,44.45554842208437,44.44969271048261,44.43757792715526,44.412440412795526,44.37216372552882
44.713166362823095,32.372372383054355,44.8220933007897,44.842176165115355,44.85989521488208,44.892644871743485,44.39213392390007,44.27908968226845,44.23352670780557,44.1637476136312,44.042466743248305,44.45228875781873,44.448580543539045,44.437018152743875,44.41259272969601,44.37337537715746
44.70316516908727,32.792792803463186,44.81507378890384,44.835898703783,44.85458867846079,44.88872412788309,44.38819096872452,44.277860263893196,44.232913421632176,44.163872779452824,44.04360197298571,44.44889831287713,44.447336792770166,44.43632634933025,44.41261254972531,44.37445341103743
44.69297845585988,33.21321322387202,44.80788788006524,44.82946070372869,44.84912817150808,44.884653221122726,44.38412030774971,44.27651087188684,44.23218188502604,44.16388195934585,44.04462447124247,44.445379144582354,44.445963724769406,44.43550483686954,44.412502257970026,44.37540031401777
44.68260986121783,33.633633644280856,44.80053714260802,44.82286368636081,44.8435154021881,44.88043432644308,44.379923855912494,44.27504349840877,44.23133408896017,44.163777144905886,44.04553623864386,44.441733254360614,44.444463537644225,44.434555862321275,44.41226416153478,44.37621848839986
44.672063234185245,34.054054064689694,44.79302319797183,44.81610917004609,44.8377520182903,44.87606952902489,44.37560347247644,44.27346008202396,44.230371967488914,44.16356026710613,44.04633921088098,44.437962590273976,44.442838365199634,44.433481604239844,44.411900494078246,44.3769102567548
44.661342633097014,34.474474485098526,44.7853477342392,44.8091986839612,44.83183961836241,44.871560829280696,44.37116096293894,44.27176251093607,44.22929740114911,44.163233199813845,44.047035262224675,44.43406904929818,44.441090280822216,44.43228417678902,44.41141342012438,44.3774778663073
44.65045231658032,34.89489490550736,44.77751251905201,44.802133781691985,44.82577976316523,44.86691014809862,44.366598081001875,44.269952626025386,44.22811222020525,44.1627977631079,44.04762620883582,44.43005447938281,44.439221301088644,44.43096563356843,44.41080503912108,44.377923492824365
44.63939672879501,35.315315325916195,44.769519409967884,44.794916053945435,44.81957398666246,44.862119332513394,44.36191653063556,44.268032223716304,44.22681820757777,44.16225572601599,44.04811381190041,44.42592068133138,44.43723338912231,44.42952797118425,44.41007738884563,44.37824924475389
44.628180489033035,35.735735746325034,44.761370363895566,44.78754714038597,44.81322380731125,44.85719016179183,44.357117968255444,44.26600305869487,44.225417101365615,44.16160880954385,44.048499780617554,44.42166941053841,44.435128457722165,44.42797313257882,44.40923244910045,44.37845716681715
44.61680837907388,36.156156166733865,44.753067444920234,44.7800287404697,44.806730739034506,44.85212435390278,44.35220400502049,44.263866846200074,44.22391059770084,44.16085868936163,44.048785775032584,44.41730237862062,44.43290837228816,44.42630301013964,44.40827214498616,44.37854924347571
44.60528533002263,36.576576587142696,44.744612830707936,44.772362623164604,44.800096301906684,44.84692357232953,44.34717620924986,44.261625264235555,44.222300353126094,44.16000699833085,44.04897340837763,44.41282125500146,44.43057495356962,44.424519448608706,44.407198349998566,44.37852740217906
44.59361640857427,36.996997007551535,44.73600881746807,44.76455063545841,44.79332203243078,44.84158943316806,44.34203610894211,44.259279955819444,44.22058798689939,44.15905532889711,44.049064249647415,44.408227668405914,44.42812998026263,44.42262424781316,44.406012888946364,44.37839351641075
44.58180680251643,37.41741742796037,44.72725782343778,44.75659470959099,44.786409493284815,44.83612351243824,44.3367851945935,44.25683253088689,44.21877508314891,44.15800523533596,44.04905982591835,44.40352320838634,44.425575191222315,44.42061916523954,44.4047175406827,44.378149408553234
44.56986180581272,37.837837848369205,44.71836239086174,44.748496869500734,44.77936028242823,44.83052735353009,44.33142492276912,44.25428456809089,44.2168631928856,44.156858235864114,44.04896162451779,44.39870942686933,44.422912287506584,44.418505918474075,44.40331404066545,44.377796852589
44.557786805569286,38.258258268778036,44.709325186557386,44.74025923582283,44.77217604147315,44.824802474708285,44.32595671881344,44.251637616460314,44.21485383588357,44.15561581462724,44.048771095088,44.393787839718335,44.42014293450098,44.41628618749526,44.40180408336032,44.377337576655016
44.5455872670318,38.678678689186874,44.70014900196274,44.731884029683776,44.76485846319714,44.818950376739245,44.32038198032958,44.24889319692009,44.212748502436924,44.15427942357887,44.04848965153004,44.388759928371044,44.417268763686366,44.413961616482254,44.40018932450465,44.37677326547605
44.533268719614576,39.09909910959571,44.69083675147378,44.72337357537209,44.75740929834989,44.81297255037036,44.314702080698446,44.24605280368765,44.210548655002846,44.152850484258565,44.048118673831276,44.383627141595326,44.41429137430972,44.41153381586928,44.3984713832443,44.37610556268712
44.52083674301831,39.519519530004544,44.68139146978812,44.714730301951214,44.74983036207249,44.8068704836385,44.30891837270868,44.24311790554747,44.20825572973816,44.15133038948467,44.04765950979466,44.37839089733424,44.41121233490776,44.40900436414086,44.39665184416312,44.375336073075985
44.508296954017986,39.939939950413375,44.671816308451234,44.705956743958865,44.74212353875825,44.80064566899681,44.30303219232188,44.240089947020536,44.20587113794076,44.149720504970176,44.04711347667284,44.37305258467811,44.40803318470457,44.406374809461525,44.39473225921971,44.374466364600444
44.495654993593924,40.360360370822214,44.66211453159048,44.69705554111938,44.7342907864151,44.794299610135226,44.29704486250011,44.236970349431054,44.20339626740282,44.14802217087503,44.046481862723,44.36761356592675,44.40475543488654,44.40364667119776,44.39271414956809,44.37349797006261
44.48291651431609,40.78078079123105,44.65228951093683,44.68802943707842,44.726334140060025,44.78783382849362,44.29095769706833,44.23376051188349,44.20083248367917,44.14623670312333,44.04576592868977,44.362075178745386,44.40138056977181,44.4008214413175,44.39059900693787,44.37243238920091
44.47008716778114,41.201201211639884,44.64234472012627,44.67888127713176,44.7182557143626,44.781249869405755,44.2847720045623,44.230461812160776,44.19818113111347,44.1443653946637,44.04496690922639,44.35643873839643,44.397910047888686,44.39790058567636,44.3883882953387,44.371271090340954
44.4571725937197,41.621621632048715,44.6322837282571,44.66961400502058,44.710057705515126,44.77454930780492,44.27848909199565,44.227075607551676,44.19544353391176,44.14240951685003,44.04408601426605,44.3507055400107,44.39434530297389,44.39488554519815,44.38608345250398,44.370015512041675
44.444178409114535,42.04204205245755,44.62211019345436,44.66023066013086,44.701742392314216,44.76773375344106,44.272110268572426,44.223603235589046,44.19262099716727,44.140370320578334,44.04312443029966,44.34487686122322,44.39068774490713,44.39177773695964,44.383685891212224,44.368667064647475
44.431110197604745,42.46246247286639,44.61182785580873,44.65073437302738,44.6933121364276,44.76080485555779,44.26563684964832,44.22004601472634,44.18971480772899,44.13824903739736,44.042083321370015,44.3389539649139,44.38693876059765,44.38857855519069,44.38119700053407,44.367227131747875
44.417973499677075,42.88288289327522,44.60144052993946,44.64112836066782,44.68476938181429,44.75376430698188,44.259070160134264,44.21640524503703,44.186726235014426,44.136046880548854,44.04096383037502,44.33293810157988,44.383099714822364,44.3852893722005,44.37861814698645,44.365697071550635
44.404773803517365,43.303303313684054,44.59095209739423,44.63141592129118,44.676116653344046,44.746613847763754,44.25241153796457,44.212682208813696,44.183656531758736,44.13376504594125,44.03976708011633,44.32683051211202,44.37917195091683,44.381911539241926,44.375950675599114,44.36407821817421
44.39151653654333,43.72372373409289,44.580366498964764,44.621600428902404,44.66735655569271,44.73935526855078,44.24566233733806,44.20887817114292,44.180506934704844,44.131404713059474,44.03849417432197,44.32063243049253,44.37515679158735,44.3784463873264,44.37319591089954,44.362371882865276
44.37820705744932,44.144144154501724,44.56968772693005,44.611685327406995,44.658491770860216,44.73199041291507,44.238823931790726,44.204994380471334,44.17727866523919,44.12896704581417,44.03714619862506,44.314345086533166,44.371055539676334,44.37489522798696,44.370355157822196,44.36057935514758
44.36485064851788,44.56456457491056,44.55891981715619,44.601674124364386,44.64952505525611,44.724521179406224,44.23189771708284,44.20103206916825,44.173972929977715,44.12645319333326,44.03572422149039,44.307969708627596,44.366869478877284,44.37125935385513,44.36742970254895,44.35870190390837
