I_3M,time,I_5M,I_10M,II_3M,II_5M,II_10M,III_3M,III_5M,III_10M
45.067133342311735,23.54354355446882,44.866281684109,44.492216091172025,44.19568753724125,43.93452271186275,43.524263157900826,44.51010521416235,44.25084650410294,43.84182515971652
45.062658477379976,23.963963974877654,44.86679564724154,44.49578992409619,44.19736150528334,43.938805592972415,43.53009508067685,44.512179726679115,44.255671948119755,43.84829358792891
45.057877152747544,24.384384395286492,44.86708769183335,44.49920028059424,44.198815797188935,43.942910363098484,43.5357771956603,44.51399735564245,44.26028676718901,43.85458323922444
45.05279456073561,24.804804815695324,44.867163258507134,44.50245229338281,44.20005577356311,43.94684187909778,43.5413142817688,44.515564586868535,44.26469690999204,43.86070000632778
45.04741553674094,25.225225236104162,44.86702751400643,44.505550805194915,44.20108656653329,43.95060475348097,43.546710869383965,44.516887622764145,44.268908021233585,43.86664947241096
45.041744613552744,25.645645656512997,44.866685372209176,44.50850039000795,44.20191309663115,43.95420337079362,43.55197125733081,44.517972403724855,44.27292546229141,43.87243693182258
45.03578607837835,26.06606607692183,44.86614151346184,44.511305372328906,44.20254008845118,43.95764190328492,43.55709952843457,44.51882462743563,44.27675433052401,43.878067409416815
45.02954403041706,26.486486497330663,44.865400402369914,44.51396984480131,44.202972085194126,43.96092432508909,43.56209956333859,44.51944976662372,44.28039947704048,43.88354567833134
45.02302243915995,26.9069069177395,44.86446630322127,44.51649768428147,44.203213461306376,43.96405442530452,43.56697505379585,44.51985308528149,44.283865522999925,43.888876276300344
45.01622520141297,27.327327338148336,44.86334329476329,44.5188925665794,44.20326843479562,43.96703581999389,43.571729514659985,44.52003965354913,44.28715687460251,43.89406352066824
45.00915619593451,27.74774775855717,44.862035283424184,44.5211579800534,44.20314107842022,43.96987196322634,43.576366295000796,44.520014361456234,44.29027773688482,43.899111522211214
45.00181933470837,28.168168178966003,44.860546015327486,44.523297238244496,44.20283533002529,43.972566157286,43.58088858833066,44.51978193171051,44.29323212646196,43.90402419789982
44.9942186100089,28.588588599374837,44.85887908711466,44.52531349137045,44.20235500205293,43.97512156216789,43.58529944203949,44.51934693157579,44.296023883357826,43.9088052827299
44.98635813661759,29.009009019783676,44.85703795566274,44.52720973660725,44.20170379029805,43.97754120447783,43.58960176613297,44.518713782861674,44.298656682061306,43.91345834074246
44.97824218874571,29.429429440192507,44.855025946809846,44.52898882809141,44.200885282004585,43.97982798558965,43.59379834136269,44.51788677189813,44.30113404178904,43.917986775296455
44.96987523106507,29.849849860601342,44.85284626321127,44.530653485900665,44.199902963397506,43.98198468886338,43.59789182683239,44.51687005839897,44.30345933552642,43.922393838228885
44.961261943881134,30.270270281010177,44.85050199146201,44.532206304426936,44.19876022674603,43.984013986898795,43.60188476710836,44.51566768351332,44.305635799007376,43.92668263870953
44.952407242708226,30.690690701419015,44.84799610829028,44.533649760097475,44.197460376937116,43.98591844800015,43.60577959845686,44.51428357709891,44.30766653881833,43.930856151393115
44.94331629176003,31.111111121827847,44.845331485596745,44.53498621851163,44.19600663696624,43.98770054226869,43.60957865502178,44.51272156424161,44.30955453999711,43.93491722399764
44.93399451233234,31.531531542236678,44.84251089554721,44.536217941058815,44.19440215360656,43.98936264725099,43.61328417447698,44.51098537109178,44.31130267309065,43.938868584364904
44.924447586199385,31.951951962645516,44.839537014712,44.53734709108168,44.192650002403376,43.990907053191926,43.616898303295265,44.509078630105115,44.31291370072045,43.94271284702976
44.914681454170655,32.372372383054355,44.836412427803026,44.53837573964722,44.190753192254526,43.99233596793242,43.6204231016684,44.507004884772975,44.314390283700966,43.94645251934277
44.90470230984884,32.792792803463186,44.833139630992,44.53930587098818,44.1887146695908,43.99365152150076,43.62386054808848,44.50476759394994,44.31573498677185,43.95009000719397
44.89451658991059,33.21321322387202,44.82972103490886,44.54013938751647,44.18653732216006,43.99485577043509,43.62721254362324,44.5023701357813,44.316950283987794,43.95362762037859
44.88413096237163,33.633633644280856,44.826158967412574,44.54087811414579,44.184223982447904,43.99595070188221,43.630480915917744,44.49981581048334,44.318038563823045,43.957067577648004
44.8735523102423,34.054054064689694,44.82245567623341,44.541523802873705,44.181777430766566,43.99693823746597,43.63366742295248,44.49710784363266,44.31900213399515,43.96041201148585
44.862787713616854,34.474474485098526,44.818613331584224,44.542078136764125,44.17920039804742,43.99782023655117,43.636773756586585,44.49424938894851,44.31984322559003,43.963662972466814
44.851844429995396,34.89489490550736,44.814634028836366,44.54254273374905,44.17649556837557,43.99859849971218,43.63980154591408,44.491243530759284,44.32056399735096,43.96682243325819
44.84072987329386,35.315315325916195,44.81051979123956,44.54291915017606,44.173665581308605,43.99927477186272,43.64275236043839,44.488093286352125,44.32116653959371,43.96989229265047
44.82945159138692,35.735735746325034,44.80627257254498,44.543208884117654,44.17071303381993,43.999850745192504,43.645627712795125,44.484801608221694,44.32165287787063,43.9728743791632
44.81801724242942,36.156156166733865,44.80189426019949,44.54341337846442,44.167640481861746,44.0003280619413,43.64842906158463,44.48137138626695,44.32202497643226,43.97577045448971
44.80643457249195,36.576576587142696,44.79738667856286,44.543534023823405,44.16445044216886,44.000708316998576,43.65115781397806,44.47780544998095,44.322284741471385,43.978582216728896
44.79471139161103,36.996997007551535,44.79275159238767,44.543572161242366,44.16114539361412,44.0009930603445,43.65381532814217,44.474106570674486,44.32243402416895,43.981311303420846
44.78285555044242,37.41741742796037,44.78799071056862,44.54352908478066,44.15772777845199,44.00118379934948,43.65640291554362,44.47027746376494,44.322474623562556,43.98395929440331
44.770874917430355,37.837837848369205,44.78310569016227,44.54340604394709,44.15420000346381,44.00128200094696,43.65892184311386,44.46632079115913,44.32240828925653,43.98652771450461
44.75877735660498,38.258258268778036,44.7780981406752,44.543204246024935,44.15056444103029,44.00128909369332,43.66137333528576,44.46223916376399,44.32223672399066,43.989018036087394
44.74657070559057,38.678678689186874,44.77296962857803,44.542924858285716,44.146823430132905,44.00120646973521,43.66375857591456,44.45803514409667,44.32196158609468,43.99143168146067
44.73426275523041,39.09909910959571,44.76772168204662,44.542569009761955,44.142979277321984,44.00103548669246,43.666078710091604,44.45371124899544,44.321584491839324,43.993770025171266
44.72186122969265,39.519519530004544,44.7623557958529,44.54213779325002,44.13903425763536,44.00077746946254,43.6683348458637,44.449269952570425,44.32110701768072,43.99603439619301
44.70937376778722,39.939939950413375,44.75687343639456,44.541632267146866,44.134990615505366,44.000433711663824,43.67052805586535,44.4447136891568,44.32053070203381,43.99822607996772
44.69680790545386,40.360360370822214,44.751276046850116,44.54105345711717,44.1308505656332,44.00000547728719,43.6726593788756,44.44004485638073,44.31985704737283,44.00034632016824
44.684171059491035,40.78078079123105,44.74556505254007,44.5404023577044,44.12661629385761,43.999494002209644,43.67472982130761,44.435265818350594,44.319087522086726,44.00239632066355
44.67147051220481,41.201201211639884,44.73974186605205,44.5396799338477,44.12228995835173,43.998900495579235,43.67674035863627,44.430378908939566,44.31822356220875,44.004377247209035
44.658713397670866,41.621621632048715,44.73380789249433,44.5388871223118,44.11787369053898,43.99822614115582,43.67869193658634,44.4253864351051,44.31726657308201,44.00629022908748
44.64590668911523,42.04204205245755,44.727764534602414,44.5380248330366,44.11336959614912,43.997472098577795,43.680585472399734,44.420290680201056,44.316217930930634,44.00813636066726
44.6330571874023,42.46246247286639,44.721613197745725,44.53709395041302,44.10877975631508,43.9966395045604,43.68242185607908,44.41509390722597,44.31507898434317,44.00991670287685
44.62017151093475,42.88288289327522,44.71535529479053,44.53609533449159,44.10410622868609,43.995729474031144,43.68420195148297,44.409798361944446,44.313851055674824,44.01163228460187
44.607256086796525,43.303303313684054,44.708992250769484,44.535029822129886,44.099351048619496,43.994743101207895,43.68592659740245,44.4044062758741,44.312535442375214,44.01328410401019
44.594317142775644,43.72372373409289,44.702525507309936,44.53389822808528,44.09451623043272,43.993681460624906,43.68759660858031,44.3989198697712,44.311133418248374,44.014873129810965
44.58136070083075,44.144144154501724,44.695956526774225,44.53270134605884,44.08960376869198,43.99254560811213,43.689212776677394,44.39334135629559,44.309646234651694,44.01640030245305
44.568392571699626,44.56456457491056,44.68928679606563,44.531439949696775,44.08461563950804,43.99133658173322,43.69077587118981,44.38767294272804,44.30807512164109,44.0178665352681
44.555418350301,44.984984995319394,44.68251783005342,44.53011479355528,44.07955380180353,43.990055402687766,43.6922866403208,44.38191683346456,44.30642128906973,44.01927271556393
44.542443412273144,45.40540541572823,44.6756511747999,44.52872661403448,44.07442019851235,43.98870307618305,43.693745811810956,44.37607523230579,44.30468592764824,44.02061970567339
44.52947291178866,45.825825836137064,44.668688410618486,44.52727613010782,44.069216757665366,43.9872805922729,43.69515409373003,44.37015034457197,44.302870209956325,44.02190834396378
44.51651178015864,46.2462462565459,44.661631154327246,44.525764044083175,44.06394539381193,43.98578892648322,43.69651217523407,44.36414437899238,44.30097529112596,44.02313944580023
44.50356472461537,46.66666667695473,44.654481061400105,44.524191042509,44.05860800950554,43.98422904059729,43.69782072729105,44.358059549309694,44.29900230981206,44.02431380431881
44.49063622872663,47.087087097363565,44.647239827633676,44.5225577968494,44.05320649607532,43.98260188339304,43.699080403378666,44.35189807553029,44.296952389051555,44.0254321913641
44.47773055375168,47.5075075177724,44.63990919051538,44.52086496418408,44.04774273481792,43.980908391281176,43.70029184015644,44.34566218478384,44.29482663699318,44.02649535831222
44.46485173999178,47.927927938181234,44.632490930251564,44.51911318787351,44.04221859795373,43.97914948893566,43.7014556581163,44.33935411182683,44.29262614761418,44.02750403683917
44.45200360883328,48.34834835859007,44.62498687041831,44.51730309819061,44.036635949534286,43.977326089891655,43.702572462186396,44.33297610009714,44.29035200139034,44.02845893967251
44.439189765965295,48.768768778998904,44.61739887828087,44.5154353129232,44.03099664632612,43.975439097113934,43.70364284217427,44.32653040156321,44.28800526592538,44.02936076130538
44.42641360528116,49.18918919940774,44.60972886464992,44.513510437945335,44.025302538543386,43.97348940353472,43.70466737344527,44.3200192765666,44.285586996535415,44.030210178679546
44.41367831282207,49.609609619816574,44.60197878335208,44.511529067762716,44.019555470479,43.971477892564955,43.7056466174188,44.31344499339876,44.28309823679726,44.03100785183508
44.400986869934606,50.030030040225405,44.59415063045177,44.509491786030075,44.01375728090264,43.96940543857719,43.706581122068265,44.306809827625905,44.280540019055664,44.0317544245327
44.38834205896385,50.450450460634244,44.58624644383524,44.507399166045545,44.00790980324975,43.967272907364794,43.70747142240681,44.3001160612851,44.27791336489947,44.03245052484715
44.37574646905399,50.87087088104308,44.57826830145908,44.50525177121888,44.00201486582322,43.965081156573866,43.70831804095242,44.293365981779374,44.275219285599185,44.03309676573764
44.36320250113537,51.29129130145192,44.57021831995691,44.503050155520306,43.996074292394695,43.96283103611556,43.709121488170176,44.28656188054577,44.27245878252162,44.033693745592636
44.350712373067246,51.711711721860745,44.562098652841975,44.500794863904744,43.99008990169612,43.960523388552076,43.709882262896784,44.279706051260995,44.26963284750897,44.034242048756134
44.338278125705386,52.13213214226958,44.55391148857339,44.49848643271812,43.98406350733804,43.95815904946442,43.71060085274564,44.27280078782505,44.266742463238735,44.03474224603315
44.3259016298001,52.55255256267842,44.545659048426735,44.49612539008433,43.977996917491616,43.95573884780028,43.71127773449482,44.265848383191425,44.26378860356192,44.035194895178314
44.31358459294648,52.972972983087246,44.53734358411314,44.493712256272545,43.97189193445639,43.953263606200935,43.71191337446013,44.25885112685469,44.26077223380993,44.03560054137047
44.30132856549097,53.393393403496084,44.52896737519268,44.49124754404873,43.965750354131366,43.95073414129051,43.71250822885278,44.25181130264771,44.25769431100867,44.0359597176734
44.28913494428697,53.81381382390492,44.52053272649813,44.48873175900894,43.95957396533066,43.948151263915584,43.71306274412358,44.24473118645267,44.25455578417967,44.036272945436345
44.277004980903705,54.23423424431376,44.51204196544003,44.48616539984511,43.95336454888678,43.945515779454176,43.713577357295165,44.23761304383888,44.251357594611875,44.03654073462488
44.26493979007758,54.6546546647226,44.503497439071836,44.48354895863792,43.947123876691386,43.942828488056925,43.714052496282996,44.230459127621685,44.24810067607299,44.036763584323865
44.25294035512447,55.075075085131424,44.494901511134074,44.48088292116932,43.94085371090957,43.940090184860416,43.71448858020638,44.22327167527402,44.24478595501414,44.03694198307525
44.24100753341749,55.49549550554026,44.48625655905703,44.47816776717422,43.9345558027109,43.93730166018782,43.71488601969036,44.21605290625947,44.24141435076919,44.037076409242815
44.229142061752846,55.9159159259491,44.47756497093717,44.47540397057758,43.92823189110656,43.934463699735666,43.71524521716011,44.20880501970179,44.2379867757476,44.037167331363875
44.21734456328014,56.336336346357925,44.46882914246597,44.47259199971908,43.92188370169723,43.931577084747516,43.71556656712617,44.20153019168587,44.23450413562227,44.0372152084865
44.205615555179996,56.75675676676676,44.46005147377379,44.46973231756608,43.915512945375205,43.928642592174505,43.7158504563622,44.19423057271915,44.23096732951283,44.0372204904929
44.19395545607424,57.1771771871756,44.45123436620367,44.46682538191537,43.90912131694404,43.92566099482279,43.7160972641931,44.186908285247654,44.22737725016445,44.037183618409884
44.182364591933194,57.59759760758444,44.44238021940948,44.463871645584184,43.90271049363474,43.9226330614878,43.71630736277762,44.17956542122655,44.22373478412183,44.03710502470702
44.1708431990007,58.01801802799328,44.433491428188226,44.460871556590966,43.89628213372683,43.91955955707499,43.71648111731586,44.17220403968553,44.22004081189792,44.0369851335834
44.15939142258532,58.4384384484021,44.42457037941612,44.45782555832625,43.88983787506936,43.91644124270687,43.71661888627805,44.1648261644412,44.216296208136285,44.03682436124363
44.148009333184234,58.85885886881094,44.415619449032796,44.4547340897143,43.88337933357321,43.91327887581575,43.71672102162388,44.15743378191951,44.21250184176579,44.03662311616382
44.136696927901355,59.27927928921978,44.40664099911717,44.45159758536552,43.876908101723814,43.91007321022179,43.71678786901327,44.150028839013004,44.208658576145886,44.03638179934843
44.12545413978832,59.699699709628604,44.39763737503647,44.448416475720265,43.87042574713642,43.90682499619545,43.716819768008925,44.142613241097564,44.204767269200076,44.036100804578645
44.114280842424535,60.12012013003744,44.3886109026267,44.44519118718411,43.863933811115594,43.90353498050358,43.7168170522713,44.13518885018462,44.20082877359537,44.035780518653
44.103176848172936,60.54054055044628,44.37956388535912,44.441922142254846,43.85743380716417,43.90020390643807,43.71678004974609,44.1277574831479,44.196843937112426,44.03542132162118
44.09214191012454,60.96096097085512,44.37049860176745,44.438609759640826,43.85092721959412,43.89683251390747,43.71670908284514,44.1203209101115,44.19281360259632,44.03502358701177
44.081175727032665,61.38138139126396,44.36141730294442,44.43525445437068,43.84441550224988,43.89342153962171,43.7166044686208,44.112880853020265,44.188738608207395,44.034587682054685
44.0702779503715,61.80180181167278,44.35232221007575,44.4318566378956,43.83790007717001,43.88997171691872,43.716466518934176,44.10543898430449,44.1846197875932,44.034113967898975
44.059448192484396,62.22222223208162,44.34321551205061,44.42841671818282,43.83138233333283,43.88648377588638,43.716295540617814,44.09799692565404,44.18045797005602,44.03360279980828
44.04868603450528,62.64264265249046,44.33409936322549,44.42493509980024,43.82486362551668,43.88295844337821,43.71609183563316,44.090556247059304,44.176253980730834,44.03305452726759
44.03799103253887,63.06306307289928,44.324975881348145,44.42141218399566,43.81834527324339,43.87939644302189,43.7158557012235,44.08311846601251,44.17200864076567,44.03246949426887
44.02736272015606,63.48348349330812,44.31584714562113,44.41784836904077,43.8118285597485,43.87579849523136,43.71558743006236,44.075685046745114,44.16772276750844,44.03184803946816
44.016800604962576,63.90390391371696,44.30671519486191,44.414244050217256,43.80531473093425,43.872165317227505,43.71528731039751,44.068257399422144,44.16339717470544,44.03119049635473
44.00630415695343,64.32432433412579,44.29758202562516,44.410599619803676,43.79880499464642,43.86849762305543,43.714955626191724,44.06083688001291,44.15903267269122,44.030497193421915
43.99587278533651,64.74474475453464,44.288449590301326,44.40691546725644,43.79230051991241,43.86479612359119,43.71459265726089,44.0534247899732,44.154630068557765,44.02976845433215
43.9855058651157,65.16516517494345,44.27931979615364,44.403191979317306,43.78580243626454,43.86106152656518,43.71419867940828,44.046022376062794,44.15019016633823,44.02900459807536
43.975202834394395,65.5855855953523,44.270194503732434,44.39942954012323,43.77931183311348,43.857294536577385,43.713773964557014,44.03863083027438,44.145713767166846,44.028205939122124
43.964963081411724,66.00600601576113,44.261075525595196,44.39562853130843,43.772829759283134,43.853495855088184,43.71331878084629,44.03125129002026,44.14120166938989,44.02737278757207
43.95478598653848,66.42642643616996,44.251964625146286,44.3917893321314,43.766357222767866,43.84966618043457,43.71283339270229,44.02388483859007,44.136654668692465,44.02650544929614
43.94467091957548,66.8468468565788,44.242863515605784,44.38791231959036,43.75989519047403,43.845806207810504,43.71231806103482,44.016532505550494,44.13207355832368,44.02560422607499
43.934617237503126,67.26726727698764,44.233773859211674,44.38399786854444,43.753444587889874,43.8419166292367,43.71177304331578,44.0091952669455,44.12745912941922,44.024669415732575
43.92462428475636,67.68768769739647,44.22469726661368,44.380046351853615,43.747006298788286,43.83799813353728,43.711198593684536,44.00187404577404,44.12281217090584,44.02370131226517
43.91469139631299,68.10810811780532,44.21563529623918,44.3760581404935,43.74058116572131,43.83405140630613,43.710594963053,43.994569713410804,44.118133469678966,44.022700205967105
43.904817901709805,68.52852853821413,44.20658945373554,44.3720336037098,43.73416998993737,43.83007713021741,43.70996239920516,43.98728309005266,44.11342381075114,44.0216663835521
43.89500313059767,68.94894895862298,44.197561191151955,44.367973109133615,43.727773531510415,43.826075984721165,43.70930114689543,43.98001494556245,44.10868397730917,44.02060012827179
43.88524641732175,69.36936937903181,44.18855190685311,44.36387702294015,43.72139250957638,43.82204864612308,43.70861144794175,43.97276600042619,44.10391475085463,44.01950172003067
43.8755471049057,69.78978979944064,44.17956294598748,44.35974570996357,43.715027602725606,43.81799578755601,43.70789354131758,43.96553692695909,44.09911691124404,44.01837143549856
43.86590454552271,70.21021021984947,44.170595599908374,44.35557953385508,43.70867944962672,43.81391807900325,43.70714766323916,43.95832835068254,44.094291236807585,44.01720954822047
43.856318097482685,70.63063064025832,44.16165110630965,44.35137885722499,43.70234864958349,43.809816187253446,43.70637404725173,43.95114085153687,44.08943850435279,44.016016328724035
43.84678711541302,71.05105106066715,44.15273064922833,44.34714404191262,43.69603576301074,43.80569077592929,43.70557292431159,43.943974964732135,44.08455948923881,44.014792044625636
43.837310933063435,71.471471481076,44.14383535929864,44.34287544902318,43.689741311591256,43.80154250544994,43.7047445228669,43.93683118157932,44.079654965332296,44.01353696073423
43.82788883878602,71.89189190148481,44.13496631422717,44.338573439134684,43.68346577965885,43.797372033040084,43.703889068935304,43.92970995221109,44.074725704992346,44.012251339151454
43.81852018344938,72.31231232189366,44.12612453938083,44.33423837246366,43.677209614989685,43.79318001271197,43.70300678617967,43.922611686243165,44.06977247912314,44.01093543929896
